Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Iowa City Fire Department,9,3/1/12,2012,808 WESTWINDS DR Apt 3,Building fire,41.651643,-91.5774689
Iowa City Fire Department,3,3/11/12,2012,2707 TRIPLE CROWN LA,Building fire,41.6307811,-91.4908383
Iowa City Fire Department,3,3/17/12,2012,30 W COURT ST Apt 416,Building fire,41.6566344,-91.5366621
Iowa City Fire Department,4,3/21/12,2012,1233 SANDUSKY DR,Building fire,41.6368691,-91.5173951
Iowa City Fire Department,4,4/7/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,5,4/10/12,2012,1418 SYCAMORE ST,Building fire,41.645058,-91.511273
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 62,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 63,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,5/3/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,5,5/7/12,2012,1001 OAKCREST ST Apt 8,Building fire,41.6516561,-91.5530734
Iowa City Fire Department,4,5/13/12,2012,825 HUDSON AVE,Building fire,41.649512,-91.545818
Iowa City Fire Department,3,5/24/12,2012,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,6/13/12,2012,2240 TAYLOR DR,Building fire,41.6361489,-91.5183221
Iowa City Fire Department,3,7/11/12,2012,1914 GLEASON AVE,Building fire,41.637307,-91.50809
Iowa City Fire Department,3,7/21/12,2012,2238 RUSSELL DR,Building fire,41.636156,-91.5147269
Iowa City Fire Department,3,7/22/12,2012,1035 HOWELL ST,Building fire,41.648457,-91.520572
Iowa City Fire Department,4,7/26/12,2012,2401 6 HWY E Apt 4804,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,6,8/4/12,2012,411 S SUMMIT ST,Building fire,41.656159,-91.521645
Iowa City Fire Department,3,8/19/12,2012,403 S JOHNSON ST,Building fire,41.656515,-91.527686
Iowa City Fire Department,2,9/1/12,2012,712 E MARKET ST,Building fire,41.663848,-91.525154
Iowa City Fire Department,5,9/7/12,2012,816 CROSS PARK AVE Apt 2A,Building fire,41.6390928,-91.5240941
Iowa City Fire Department,3,9/11/12,2012,1817 HOLLYWOOD CT,Building fire,41.639879,-91.51017
Iowa City Fire Department,2,9/29/12,2012,816 S GILBERT ST Apt 2,Building fire,41.6515939,-91.5310362
Iowa City Fire Department,5,10/9/12,2012,6 AMBER LN,Building fire,41.632909,-91.506665
Iowa City Fire Department,5,10/12/12,2012,1205 LAURA DR Apt 136,Building fire,41.684809,-91.543113
Iowa City Fire Department,3,10/21/12,2012,612 KESWICK DR,Building fire,41.652697,-91.567215
Iowa City Fire Department,2,10/24/12,2012,335 S GILBERT ST,Building fire,41.6571097,-91.5305105
Iowa City Fire Department,2,11/10/12,2012,225 S GRAND AVE,Building fire,41.6568467,-91.5460062
Iowa City Fire Department,2,11/29/12,2012,500 E MARKET ST,Building fire,41.664111,-91.528407
Iowa City Fire Department,4,12/1/12,2012,409 SAMOA DR,Building fire,41.656297,-91.576635
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,5,1/12/13,2013,403 N 7TH AVE,Building fire,41.6668779,-91.511295
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,2,1/23/13,2013,316 E BLOOMINGTON ST,Building fire,41.6646929,-91.5309064
Iowa City Fire Department,3,2/11/13,2013,115 S LUCAS ST,Building fire,41.659451,-91.524676
Iowa City Fire Department,4,3/11/13,2013,1811 H ST,Building fire,41.648165,-91.508971
Iowa City Fire Department,6,3/21/13,2013,2440 MORMON TREK BLVD,Building fire,41.6369661,-91.5650237
Iowa City Fire Department,4,3/25/13,2013,4810 MELROSE AVE,Building fire,41.6579291,-91.6058976
Iowa City Fire Department,3,4/3/13,2013,705 S DUBUQUE ST,Building fire,41.653041,-91.533612
Iowa City Fire Department,4,4/6/13,2013,1804 RIDGEWAY DR,Building fire,41.662669,-91.510469
Iowa City Fire Department,4,4/8/13,2013,2221 MUSCATINE AVE Apt 2,Building fire,41.649242,-91.502457
Iowa City Fire Department,6,4/23/13,2013,3146 E WASHINGTON ST,Building fire,41.661191,-91.486089
Iowa City Fire Department,3,5/2/13,2013,1311 W BENTON ST,Building fire,41.650193,-91.55895
Iowa City Fire Department,5,5/11/13,2013,207 W BURLINGTON ST,Building fire,41.6574098,-91.5400565
Iowa City Fire Department,4,5/17/13,2013,1134 SANDUSKY DR,Building fire,41.6371533,-91.5186361
Iowa City Fire Department,6,5/21/13,2013,1020 S SCOTT BLVD,Building fire,41.6490984,-91.4816205
Iowa City Fire Department,3,6/6/13,2013,1809 FLATIRON AVE,Building fire,41.637623,-91.509625
Iowa City Fire Department,1,6/22/13,2013,2458 BITTERSWEET CT,Building fire,41.6500318,-91.5751922
Iowa City Fire Department,2,6/23/13,2013,413 S JOHNSON ST Apt 1,Building fire,41.656198,-91.527714
Iowa City Fire Department,5,7/9/13,2013,2713 HICKORY TRL,Building fire,41.671019,-91.497664
Iowa City Fire Department,3,7/14/13,2013,619 N GOVERNOR ST,Building fire,41.668583,-91.5230349
Iowa City Fire Department,3,7/24/13,2013,2401 HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,6,8/4/13,2013,4958 E COURT ST,Building fire,41.657863,-91.464065
Iowa City Fire Department,5,8/5/13,2013,1807 WINSTON DR,Building fire,41.666481,-91.509164
Iowa City Fire Department,5,8/8/13,2013,601 W HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,1,8/21/13,2013,720 E MARKET ST,Building fire,41.663846,-91.524861
Iowa City Fire Department,5,8/25/13,2013,2332 LAKESIDE DR,Building fire,41.633724,-91.503373
Iowa City Fire Department,4,9/6/13,2013,1018 DIANA ST,Building fire,41.6494263,-91.5265606
Iowa City Fire Department,7,9/13/13,2013,1205 LAURA DR Apt 150,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,10/4/13,2013,1219 BURNS AVE,Building fire,41.6352787,-91.5177779
Iowa City Fire Department,5,10/11/13,2013,934 WEST SIDE DR,Building fire,41.639183,-91.568884
Iowa City Fire Department,3,10/16/13,2013,36 W COURT ST Apt 411,Building fire,41.6566365,-91.5367592
Iowa City Fire Department,2,11/4/13,2013,328 N DUBUQUE ST,Building fire,41.6656229,-91.532777
Iowa City Fire Department,5,11/7/13,2013,1314 CARROLL ST,Building fire,41.646422,-91.524343
Iowa City Fire Department,4,12/17/13,2013,375 NEWTON RD Apt 3235,Building fire,41.6632071,-91.5453577
Iowa City Fire Department,3,1/6/14,2014,404 S GILBERT ST,Building fire,41.6568029,-91.5299783
Iowa City Fire Department,4,1/9/14,2014,527 N DUBUQUE ST Apt 2,Building fire,41.667674,-91.533401
Iowa City Fire Department,3,1/28/14,2014,320 S DUBUQUE ST,Building fire,41.6570266,-91.5327378
Iowa City Fire Department,3,2/11/14,2014,639 S LUCAS ST,Building fire,41.652839,-91.524726
Iowa City Fire Department,2,3/18/14,2014,623 E JEFFERSON ST Apt 4,Building fire,41.662065,-91.526266
Iowa City Fire Department,3,3/26/14,2014,511 S CAPITOL ST,Building fire,41.6549819,-91.5365939
Iowa City Fire Department,4,3/31/14,2014,1103 CAMBRIA CT,Building fire,41.647009,-91.572638
Iowa City Fire Department,4,3/31/14,2014,231 E BURLINGTON ST,Building fire,41.6576255,-91.532042
Iowa City Fire Department,2,4/15/14,2014,2339 HEINZ RD Apt UNIT C,Building fire,41.635118,-91.489694
Iowa City Fire Department,2,4/30/14,2014,526 S JOHNSON ST,Building fire,41.654502,-91.526894
Iowa City Fire Department,2,5/18/14,2014,214 N LINN ST,Building fire,41.664071,-91.531318
Iowa City Fire Department,4,7/15/14,2014,619 FAIRCHILD ST,Building fire,41.666525,-91.526344
Iowa City Fire Department,2,8/2/14,2014,245 S GILBERT ST,Building fire,41.658467,-91.5302199
Iowa City Fire Department,2,8/2/14,2014,245 S GILBERT ST,Building fire,41.658467,-91.5302199
Iowa City Fire Department,4,9/9/14,2014,630 GALWAY DR,Building fire,41.6543207,-91.5922674
Iowa City Fire Department,3,9/21/14,2014,1117 CHURCH ST,Building fire,41.6681979,-91.51956
Iowa City Fire Department,4,9/23/14,2014,2609 WESTWINDS DR Apt 1,Building fire,41.650695,-91.577563
Iowa City Fire Department,3,9/24/14,2014,251 N CAPITOL ST,Building fire,41.6586749,-91.5361668
Iowa City Fire Department,3,10/6/14,2014,1032 N DUBUQUE ST,Building fire,41.674134,-91.532209
Iowa City Fire Department,6,10/13/14,2014,2128 S RIVERSIDE DR Apt 44,Building fire,41.6312726,-91.536116
Iowa City Fire Department,3,10/16/14,2014,611 S CLINTON ST Apt 4,Building fire,41.6540894,-91.5349654
Iowa City Fire Department,2,10/31/14,2014,130 N LINN ST,Building fire,41.6630678,-91.5314794
Iowa City Fire Department,3,11/8/14,2014,1324 KIRKWOOD AVE,Building fire,41.64976,-91.515618
Iowa City Fire Department,7,11/12/14,2014,2161 WILLENBROCK CIR,Building fire,41.6759616,-91.5565936
Iowa City Fire Department,3,11/20/14,2014,716 FAIRCHILD ST,Building fire,41.667146,-91.525041
Iowa City Fire Department,3,11/20/14,2014,10 JEMA CT,Building fire,41.649295,-91.573033
Iowa City Fire Department,3,11/23/14,2014,2104 MIAMI DR,Building fire,41.6362669,-91.5015449
Iowa City Fire Department,5,12/1/14,2014,917 DOVER ST,Building fire,41.650376,-91.495184
Iowa City Fire Department,3,12/30/14,2014,601 W HIGHWAY #6,Building fire,41.6352244,-91.5000773
Lone Tree Fire Department,9,10/31/14,2014,104 N Center STS N,Building fire,41.487676,-91.4239489
North Liberty Fire Department,7,1/5/10,2010,3126 Dubuque (Penn) ST,Building fire,41.751571,-91.622327
North Liberty Fire Department,4,1/8/10,2010,125 E Zeller ST,Building fire,41.7440493,-91.593405
North Liberty Fire Department,8,8/14/10,2010,410 W Zeller ST,Building fire,41.74514,-91.604835
North Liberty Fire Department,8,9/10/10,2010,405 N Dubuque (City Limits) ST,Building fire,41.739482,-91.6080974
North Liberty Fire Department,9,10/27/10,2010,682 Andy CT,Building fire,41.752975,-91.5906569
North Liberty Fire Department,8,11/19/10,2010,747 W Zeller ST,Building fire,41.744715,-91.609936
North Liberty Fire Department,7,12/25/10,2010,225 Brookfield AVE,Building fire,41.7471869,-91.613466
North Liberty Fire Department,8,4/27/11,2011,2897 240th (Madison) ST,Building fire,41.7512932,-91.6369543
North Liberty Fire Department,6,6/8/11,2011,1400 Hayden LN,Building fire,41.762329,-91.616909
North Liberty Fire Department,8,6/8/11,2011,15 Vixen CIR,Building fire,41.760694,-91.606605
North Liberty Fire Department,11,10/30/11,2011,53 Holiday Lodge RD,Building fire,41.7378946,-91.6065402
North Liberty Fire Department,10,11/19/11,2011,1730 Lininger LN,Building fire,41.753513,-91.6286755
North Liberty Fire Department,19,4/13/12,2012,12 Woodland HTS,Building fire,41.5184526,-92.0776878
North Liberty Fire Department,3,5/20/12,2012,1005 W Cherry ST,Building fire,41.748897,-91.614717
North Liberty Fire Department,6,5/22/12,2012,335 Beaver Kreek CTR,Building fire,41.7432038,-91.591683
North Liberty Fire Department,5,5/23/12,2012,335 Beaver Kreek CTR,Building fire,41.7432038,-91.591683
North Liberty Fire Department,15,6/29/12,2012,30 Forest Hill PL,Building fire,41.7160385,-91.5593406
North Liberty Fire Department,10,6/30/12,2012,2661 Woodfield LN,Building fire,41.739445,-91.558658
North Liberty Fire Department,12,6/30/12,2012,2661 Woodfield LN,Building fire,41.739445,-91.558658
North Liberty Fire Department,13,7/2/12,2012,3829 Stoney Pointe LN NE,Building fire,41.7253,-91.558769
North Liberty Fire Department,6,7/10/12,2012,65 Juniper CT,Building fire,41.742597,-91.59115
North Liberty Fire Department,4,7/25/12,2012,130 N George ST,Building fire,41.746602,-91.600709
North Liberty Fire Department,8,8/16/12,2012,360 Sugar Creek LN,Building fire,41.740041,-91.609193
North Liberty Fire Department,6,9/11/12,2012,1599 Ponds Edge CT,Building fire,41.764352,-91.619355
North Liberty Fire Department,15,10/22/12,2012,487 Sugar Creek LN,Building fire,41.739281,-91.611172
North Liberty Fire Department,6,10/29/12,2012,45 McKenzie LN,Building fire,41.7455227,-91.6155209
North Liberty Fire Department,12,12/19/12,2012,1582 Cook CIR,Building fire,41.724845,-91.598963
North Liberty Fire Department,13,2/21/13,2013,395 Broadmoor PL,Building fire,41.734979,-91.592265
North Liberty Fire Department,10,4/2/13,2013,1625 Grizzly TRL,Building fire,41.763357,-91.611963
North Liberty Fire Department,3,4/11/13,2013,2958 Rustic Ridge RD,Building fire,41.717783,-91.561319
North Liberty Fire Department,9,4/21/13,2013,20 Penn Oaks DR Apt #10,Building fire,41.7518849,-91.6045184
North Liberty Fire Department,6,5/3/13,2013,530 Penn CT,Building fire,41.749205,-91.632947
North Liberty Fire Department,4,6/14/13,2013,405 N Dubuque (City Limits) ST,Building fire,41.739482,-91.6080974
North Liberty Fire Department,6,7/3/13,2013,3816 Peterson PL,Building fire,41.730732,-91.557117
North Liberty Fire Department,13,7/4/13,2013,1292 Copper Mountain DR,Building fire,41.7208135,-91.6200095
North Liberty Fire Department,18,7/4/13,2013,3816 Peterson PL,Building fire,41.730732,-91.557117
North Liberty Fire Department,10,8/3/13,2013,5 Dickinson DR,Building fire,41.745831,-91.593346
North Liberty Fire Department,15,12/27/13,2013,2897 240th (Madison) ST,Building fire,41.7512932,-91.6369543
North Liberty Fire Department,9,4/6/14,2014,162 Elm Ridge DR,Building fire,41.746991,-91.609773
North Liberty Fire Department,11,6/29/14,2014,35 E Weston DR,Building fire,41.7358499,-91.5963491
North Liberty Fire Department,17,6/29/14,2014,35 E Weston DR,Building fire,41.7358499,-91.5963491
North Liberty Fire Department,8,8/12/14,2014,395 Beaver Kreek CTR,Building fire,41.7430705,-91.5914644
North Liberty Fire Department,11,12/9/14,2014,136 Golf View CT,Building fire,41.7370843,-91.6050671
North Liberty Fire Department,18,12/16/14,2014,6 Woodland HTS,Building fire,41.5184526,-92.0776878
Oxford Fire Department,21,7/23/12,2012,1813 Lower Old Hwy 6 Apt Lot 24,Building fire,41.724336,-91.752319
Oxford Fire Department,4,8/22/12,2012,1589 Highway 6 HWY NW,Building fire,41.7233397,-91.7906751
Oxford Fire Department,12,9/29/12,2012,3933 Eagle AVE SW,Building fire,41.648342,-91.771341
Oxford Fire Department,11,10/31/12,2012,3332 Portwood DR,Building fire,41.7552756,-91.8440733
Oxford Fire Department,6,6/24/13,2013,205 E Main ST,Building fire,41.723026,-91.7884289
Oxford Fire Department,11,3/8/14,2014,3884 Black Hawk AVE SW,Building fire,41.652921,-91.801435
Oxford Fire Department,15,11/27/14,2014,1309 400th ST SW,Building fire,41.642415,-91.802381
Solon Fire Department,14,2/27/12,2012,1697 Newberry AVE NE,Building fire,41.80933,-91.569913
Solon Fire Department,24,3/20/12,2012,1940 St. Bridgettes RD NE,Building fire,41.79287,-91.373125
Solon Fire Department,7,5/17/12,2012,4039 Country Place RD NE,Building fire,41.816576,-91.533815
Solon Fire Department,17,11/21/12,2012,2017 St. Bridgetts RD NE,Building fire,41.785611,-91.377925
Solon Fire Department,9,4/11/13,2013,200 Windflower LN,Building fire,41.799704,-91.488121
Solon Fire Department,2,4/11/13,2013,200 Windflower LN,Building fire,41.799704,-91.488121
Solon Fire Department,17,5/18/13,2013,4791 Dingleberry RD NE,Building fire,41.719571,-91.464038
Solon Fire Department,13,9/19/13,2013,1111 Ely RD NE,Building fire,41.852612,-91.572119
Solon Fire Department,14,12/17/13,2013,2510 Davey ST NE,Building fire,41.750648,-91.4337989
Solon Fire Department,7,5/19/14,2014,3916 Highway 382 NE,Building fire,41.821105,-91.548421
Solon Fire Department,7,5/19/14,2014,3916 Highway 382 NE,Building fire,41.821105,-91.548421
Solon Fire Department,7,5/19/14,2014,3916 Highway 382 NE,Building fire,41.821105,-91.548421
Jefferson-Monroe Fire Department,8,2/11/11,2011,1268 Falcon AVE NW,Building fire,41.841512,-91.730971
Jefferson-Monroe Fire Department,12,2/11/11,2011,1238 Falcon AVE NW,Building fire,41.8445658,-91.7340212
Jefferson-Monroe Fire Department,14,5/1/11,2011,1317 Chambers AVE NW,Building fire,41.8328511,-91.7831186
Jefferson-Monroe Fire Department,15,6/9/11,2011,1587 Derby AVE NW,Building fire,41.8188949,-91.7634831
Jefferson-Monroe Fire Department,14,8/16/11,2011,1823 Lake Manor RD NE,Building fire,41.802321,-91.61586
Jefferson-Monroe Fire Department,12,2/19/12,2012,1013 Derby AVE NW,Building fire,41.860214,-91.766059
Jefferson-Monroe Fire Department,14,5/11/12,2012,3308 Mohawk RD NE,Building fire,41.823556,-91.606066
Jefferson-Monroe Fire Department,11,6/25/12,2012,1663 Falcon AVE NW,Building fire,41.813801,-91.736751
Jefferson-Monroe Fire Department,11,3/3/13,2013,75 Fifth ST SE,Building fire,41.8426064,-91.6930091
Jefferson-Monroe Fire Department,10,7/14/13,2013,1614 Cou Falls RD NW,Building fire,41.818592,-91.671524
Jefferson-Monroe Fire Department,17,11/13/13,2013,1773 Derby AVE NW,Building fire,41.807832,-91.773594
Jefferson-Monroe Fire Department,23,11/13/13,2013,1773 Derby AVE NW,Building fire,41.807832,-91.773594
Jefferson-Monroe Fire Department,18,11/18/13,2013,1663 Falcon AVE NW,Building fire,41.813801,-91.736751
Jefferson-Monroe Fire Department,24,11/18/13,2013,1663 Falcon AVE NW,Building fire,41.813801,-91.736751
Jefferson-Monroe Fire Department,17,4/18/14,2014,3307 Coral AVE NE,Building fire,41.790439,-91.606157
Jefferson-Monroe Fire Department,13,8/10/14,2014,1082 Fisher Pond RD NE,Building fire,41.856708,-91.616361
Jefferson-Monroe Fire Department,8,9/7/14,2014,1248 Greencastle AVE NW,Building fire,41.84411,-91.709315
Tiffin Fire Department,8,4/24/10,2010,474 Roberts Ferry RD,Building fire,41.709311,-91.6665934
Tiffin Fire Department,4,9/6/10,2010,717 Potter ST,Building fire,41.712077,-91.661766
Tiffin Fire Department,5,11/2/11,2011,521 Greenfield DR,Building fire,41.689045,-91.670806
Tiffin Fire Department,10,5/17/12,2012,2362 IWV RD,Building fire,41.6580884,-91.7001595
Tiffin Fire Department,18,10/19/13,2013,4165 Kansas AVE,Building fire,41.6479513,-91.6376937
Tiffin Fire Department,8,11/4/13,2013,607 Kimberlite ST,Building fire,41.704191,-91.657589
Tiffin Fire Department,20,5/10/14,2014,3021 1 HWY,Building fire,41.7129204,-91.4817979
Tiffin Fire Department,7,5/29/14,2014,450 Lilac ST,Building fire,41.709319,-91.660375
Tiffin Fire Department,1,7/12/14,2014,223 Cherry LN,Building fire,41.7144426,-91.6617294
Alburnett Fire Department,12,7/2/12,2012,4393 Flemingville RD,Building fire,42.181399,-91.641444
Alburnett Fire Department,8,12/5/13,2013,4097 C AVE,Building fire,42.160201,-91.651829
Alburnett Fire Department,1,4/11/14,2014,1513 Burnett STA,Building fire,42.1548609,-91.513598
Alburnett Fire Department,15,4/22/14,2014,4562 Prairieburg RD,Building fire,42.1867233,-91.4232252
Alburnett Fire Department,3,7/10/14,2014,3425 N Alburnett RD,Building fire,42.110968,-91.616433
Alburnett Fire Department,17,10/28/14,2014,3273 Central City RD,Building fire,42.199261,-91.683471
Cedar Rapids Fire Department,7,1/2/10,2010,283 38TH STR DR SE,Building fire,42.0143181,-91.6307498
Cedar Rapids Fire Department,7,1/3/10,2010,400 COLLINS RD NE,Building fire,42.0280838,-91.6324042
Cedar Rapids Fire Department,4,1/10/10,2010,1317 6TH ST NW,Building fire,41.985935,-91.680531
Cedar Rapids Fire Department,8,1/12/10,2010,1611 PINEHURST DR NE Apt 2A,Building fire,42.037422,-91.660372
Cedar Rapids Fire Department,4,1/19/10,2010,4141 22ND AVE SW Apt 8,Building fire,41.957516,-91.725324
Cedar Rapids Fire Department,5,1/24/10,2010,222 JACOLYN DR SW,Building fire,41.964872,-91.733186
Cedar Rapids Fire Department,3,1/29/10,2010,129 27TH STR DR SE,Building fire,42.00323,-91.6335579
Cedar Rapids Fire Department,4,1/29/10,2010,129 27TH STR DR SE,Building fire,42.00323,-91.6335579
Cedar Rapids Fire Department,5,2/6/10,2010,1321 15TH ST SE Apt 208,Building fire,41.9725208,-91.649068
Cedar Rapids Fire Department,7,2/7/10,2010,5542 KIRKWOOD BLVD SW Apt 6,Building fire,41.9198705,-91.6567859
Cedar Rapids Fire Department,4,2/13/10,2010,394 17TH ST SE Apt C,Building fire,41.983908,-91.646164
Cedar Rapids Fire Department,6,2/16/10,2010,1925 20TH ST NW,Building fire,41.995072,-91.6989399
Cedar Rapids Fire Department,11,2/26/10,2010,1412 SCARLET SAGE DR SW,Building fire,41.916682,-91.6327994
Cedar Rapids Fire Department,5,3/1/10,2010,5443 GORDON AVE NW,Building fire,41.971421,-91.741801
Cedar Rapids Fire Department,6,3/8/10,2010,2981 6TH ST SW,Building fire,41.9481724,-91.6767353
Cedar Rapids Fire Department,8,3/12/10,2010,4617 J ST SW,Building fire,41.9327276,-91.6659564
Cedar Rapids Fire Department,17,3/13/10,2010,802 15TH AVE SW Apt 2,Building fire,41.963189,-91.680216
Cedar Rapids Fire Department,1,3/13/10,2010,4012 21ST AVE SW Apt 3,Building fire,41.95948,-91.7239
Cedar Rapids Fire Department,3,3/15/10,2010,2020 SCOTTY DR SW,Building fire,41.9584998,-91.7206067
Cedar Rapids Fire Department,5,3/18/10,2010,2253 C ST SW,Building fire,41.9575581,-91.6502249
Cedar Rapids Fire Department,1,3/20/10,2010,430 JACOLYN DR SW Apt 13,Building fire,41.9660845,-91.7306484
Cedar Rapids Fire Department,4,3/21/10,2010,253 38TH STR DR SE Apt 13,Building fire,42.0146069,-91.6307928
Cedar Rapids Fire Department,6,3/24/10,2010,2042 LINN BLVD SE,Building fire,41.993408,-91.632357
Cedar Rapids Fire Department,6,3/26/10,2010,3524 NORTHWOOD DR NE,Building fire,42.015201,-91.674922
Cedar Rapids Fire Department,5,3/27/10,2010,53 CHERRY HILL RD NW,Building fire,41.9696489,-91.7422349
Cedar Rapids Fire Department,5,3/31/10,2010,1252 32ND ST NE,Building fire,42.01077,-91.654663
Cedar Rapids Fire Department,6,4/4/10,2010,511 17TH ST SE,Building fire,41.982158,-91.646781
Cedar Rapids Fire Department,5,4/5/10,2010,1640 F AVE NW Apt 11,Building fire,41.97944,-91.6939711
Cedar Rapids Fire Department,5,4/6/10,2010,1442 2nd ST SE,Building fire,41.9679829,-91.655863
Cedar Rapids Fire Department,4,4/14/10,2010,350 EDGEWOOD RD NW,Building fire,41.9757766,-91.7165543
Cedar Rapids Fire Department,5,4/16/10,2010,1911 K ST SW,Building fire,41.959241,-91.668289
Cedar Rapids Fire Department,5,4/16/10,2010,526 MEMORIAL DR SE,Building fire,41.98107,-91.627842
Cedar Rapids Fire Department,4,4/16/10,2010,919 F AVE NW,Building fire,41.978751,-91.685727
Cedar Rapids Fire Department,4,4/20/10,2010,201 27TH STR DR SE,Building fire,42.003132,-91.633144
Cedar Rapids Fire Department,6,4/30/10,2010,830 BRIDGIT LN SE Apt 9,Building fire,42.024757,-91.618441
Cedar Rapids Fire Department,4,5/6/10,2010,2050 GLASS RD NE,Building fire,42.0127384,-91.6694312
Cedar Rapids Fire Department,9,5/9/10,2010,3211 44TH ST NE,Building fire,42.023305,-91.687965
Cedar Rapids Fire Department,6,5/9/10,2010,4200 1ST AVE E,Building fire,42.0228456,-91.632451
Cedar Rapids Fire Department,3,5/10/10,2010,901 Oakland RD NE,Building fire,41.995911,-91.660087
Cedar Rapids Fire Department,4,5/11/10,2010,2928 MEADOWBROOK DR SE,Building fire,41.980998,-91.624786
Cedar Rapids Fire Department,5,5/16/10,2010,2406 Franklin AVE NE and 20th,Building fire,41.9970402,-91.6428316
Cedar Rapids Fire Department,5,5/16/10,2010,2931 6TH ST SW Apt 14,Building fire,41.9489686,-91.6768334
Cedar Rapids Fire Department,5,5/31/10,2010,1215 32ND ST NE,Building fire,42.009997,-91.653128
Cedar Rapids Fire Department,6,6/12/10,2010,1618 MORRIS AVE NW,Building fire,41.990585,-91.726747
Cedar Rapids Fire Department,7,6/25/10,2010,1400 SEMINOLE VALLEY RD NE,Building fire,42.0026004,-91.7281718
Cedar Rapids Fire Department,5,6/29/10,2010,3230 DALEWOOD AVE SE,Building fire,41.97871,-91.620622
Cedar Rapids Fire Department,7,7/5/10,2010,382 LESLEY LN NE,Building fire,42.0294716,-91.6899694
Cedar Rapids Fire Department,8,7/5/10,2010,112 OKLAHOMA AV SW,Building fire,41.917769,-91.662803
Cedar Rapids Fire Department,4,7/11/10,2010,934 26TH ST SE,Building fire,41.975888,-91.630272
Cedar Rapids Fire Department,4,7/12/10,2010,934 26TH ST SE,Building fire,41.975888,-91.630272
Cedar Rapids Fire Department,3,7/18/10,2010,862 OAKLAND RD NE,Building fire,41.994578,-91.659267
Cedar Rapids Fire Department,4,7/20/10,2010,419 36TH ST NE,Building fire,42.014414,-91.639191
Cedar Rapids Fire Department,4,8/2/10,2010,304 K AVE NW,Building fire,41.983869,-91.677818
Cedar Rapids Fire Department,5,8/3/10,2010,1416 10TH ST NW,Building fire,41.9873819,-91.68615
Cedar Rapids Fire Department,5,8/16/10,2010,937 19TH AVE SW,Building fire,41.959493,-91.6827519
Cedar Rapids Fire Department,5,8/16/10,2010,941 19 AV SW,Building fire,41.959494,-91.682901
Cedar Rapids Fire Department,5,8/19/10,2010,1412 5TH AVE SE,Building fire,41.982993,-91.652107
Cedar Rapids Fire Department,4,8/21/10,2010,225 5TH ST NW,Building fire,41.976559,-91.679069
Cedar Rapids Fire Department,10,8/23/10,2010,411 30TH STR DR SE,Building fire,42.006827,-91.628043
Cedar Rapids Fire Department,6,8/23/10,2010,1018 TIARA DR NE,Building fire,42.056463,-91.649972
Cedar Rapids Fire Department,5,8/27/10,2010,925 N ST SW,Building fire,41.966354,-91.673069
Cedar Rapids Fire Department,5,8/31/10,2010,1039 3RD AVE SE,Building fire,41.982599,-91.656454
Cedar Rapids Fire Department,3,9/9/10,2010,640 16TH AVE SW Apt 8,Building fire,41.962129,-91.678741
Cedar Rapids Fire Department,5,9/14/10,2010,219 7TH ST SW,Building fire,41.9723339,-91.67947
Cedar Rapids Fire Department,5,9/14/10,2010,118 11th ST SW,Building fire,41.971442,-91.685411
Cedar Rapids Fire Department,5,9/15/10,2010,955 15TH AVE SW,Building fire,41.9626189,-91.683331
Cedar Rapids Fire Department,5,9/20/10,2010,5300 WILLOW CREEK DR SW,Building fire,41.9273891,-91.6938563
Cedar Rapids Fire Department,5,9/23/10,2010,612 16TH ST SE,Building fire,41.981088,-91.647514
Cedar Rapids Fire Department,0,9/27/10,2010,6301 KIRKWOOD BLVD SW,Building fire,41.9055729,-91.650244
Cedar Rapids Fire Department,5,9/29/10,2010,2975 F AVE NW,Building fire,41.9791947,-91.7114338
Cedar Rapids Fire Department,21,9/30/10,2010,E AV NW and 3RD ST NW,Building fire,41.9779439,-91.6771982
Cedar Rapids Fire Department,5,10/4/10,2010,1315 OAKLAND RD NE Apt 4,Building fire,42.0023352,-91.6598855
Cedar Rapids Fire Department,5,10/7/10,2010,3009 12TH AVE SW,Building fire,41.9650055,-91.7107202
