Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Iowa City Fire Department,8,11/30/10,2010,1750 ALGONQUIN RD,"Cooking fire, confined to container",41.6807982,-91.5486258
Iowa City Fire Department,5,11/30/10,2010,2901 MELROSE AVE,Building fire,41.653354,-91.581267
Iowa City Fire Department,4,12/3/10,2010,4 WASHINGTON PL,Building fire,41.659528,-91.515897
Iowa City Fire Department,4,12/4/10,2010,432 FINKBINE LA Apt 4,"Cooking fire, confined to container",41.6558458,-91.5727903
Iowa City Fire Department,3,12/9/10,2010,2502 BARTELT RD Apt 1A,"Cooking fire, confined to container",41.6543912,-91.5751159
Iowa City Fire Department,7,12/15/10,2010,2401 BARTELT RD Apt 2B,Building fire,41.6541195,-91.5739886
Iowa City Fire Department,6,1/17/11,2011,1110 N DUBUQUE ST,"Trash or rubbish fire, contained",41.6767608,-91.5319081
Iowa City Fire Department,5,1/24/11,2011,2401 E HIGHWAY #6 Apt 3801,"Cooking fire, confined to container",41.6352244,-91.5000773
Iowa City Fire Department,5,1/28/11,2011,121 E WASHINGTON ST,Building fire,41.6598812,-91.533816
Iowa City Fire Department,3,1/29/11,2011,421 S DODGE ST,Building fire,41.655941,-91.526254
Iowa City Fire Department,5,1/31/11,2011,2908 FRIENDSHIP ST,Building fire,41.65542,-91.490397
Iowa City Fire Department,6,2/14/11,2011,1402 ESTHER ST,Building fire,41.644628,-91.492611
Iowa City Fire Department,3,2/21/11,2011,309 S MADISON ST,"Cooking fire, confined to container",41.6572225,-91.5384402
Iowa City Fire Department,7,3/4/11,2011,1218 SANTA FE DR,"Cooking fire, confined to container",41.648739,-91.602628
Iowa City Fire Department,8,3/5/11,2011,201 HAWK RIDGE DR Apt 2111,Building fire,41.6478487,-91.5536316
Iowa City Fire Department,4,3/14/11,2011,2470 LAKESIDE DR,Building fire,41.634189,-91.501451
Iowa City Fire Department,4,3/14/11,2011,2470 Lakeside DR Apt 6,Building fire,41.634189,-91.501451
Iowa City Fire Department,5,3/17/11,2011,214 E CHURCH ST,Building fire,41.66831,-91.532402
Iowa City Fire Department,4,4/2/11,2011,730 N LINN ST,Building fire,41.669866,-91.531229
Iowa City Fire Department,4,4/4/11,2011,119 E COLLEGE ST,Building fire,41.65879,-91.533473
Iowa City Fire Department,3,4/11/11,2011,1908 HOLLYWOOD BLVD,"Cooking fire, confined to container",41.640172,-91.508051
Iowa City Fire Department,7,4/13/11,2011,620 N DUBUQUE ST,"Trash or rubbish fire, contained",41.6684732,-91.5329792
Iowa City Fire Department,5,5/1/11,2011,434 S JOHNSON ST,Building fire,41.655757,-91.5268789
Iowa City Fire Department,4,5/2/11,2011,1303 TRACY LN,Building fire,41.639355,-91.51678
Iowa City Fire Department,3,5/8/11,2011,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,4,5/18/11,2011,2401 6 HWY E Apt 2808,"Cooking fire, confined to container",41.6352244,-91.5000773
Iowa City Fire Department,6,5/23/11,2011,337 Camden RD,"Cooking fire, confined to container",41.658012,-91.47195
Iowa City Fire Department,3,5/29/11,2011,401 KIRKWOOD AVE,Building fire,41.649077,-91.530391
Iowa City Fire Department,2,6/5/11,2011,707 Westgate ST,"Cooking fire, confined to container",41.6515404,-91.5667909
Iowa City Fire Department,6,6/7/11,2011,403 AMHURST ST,Building fire,41.665761,-91.487519
Iowa City Fire Department,3,6/24/11,2011,160 N LINN ST,"Chimney or flue fire, confined to chimney or flue",41.6631923,-91.5313703
Iowa City Fire Department,4,6/29/11,2011,1032 HOWELL ST,Building fire,41.648741,-91.519806
Iowa City Fire Department,0,6/30/11,2011,610 N Lucas ST,"Cooking fire, confined to container",41.668327,-91.523918
Iowa City Fire Department,6,7/5/11,2011,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,5,7/5/11,2011,58 RITA LYN CT,Building fire,41.663608,-91.503936
Iowa City Fire Department,4,7/23/11,2011,2140 DAVIS ST,Building fire,41.637771,-91.5168
Iowa City Fire Department,2,8/3/11,2011,2409 Bartelt RD,"Cooking fire, confined to container",41.6540278,-91.5747935
Iowa City Fire Department,3,8/5/11,2011,714 N VAN BUREN ST Apt #1,"Cooking fire, confined to container",41.669364,-91.5283029
Iowa City Fire Department,4,8/7/11,2011,1037 CROSS PARK AVE Apt B,Building fire,41.6388296,-91.521153
Iowa City Fire Department,2,8/13/11,2011,332 S Linn ST,"Cooking fire, confined to container",41.6569702,-91.5312454
Iowa City Fire Department,3,8/13/11,2011,625 EMERALD ST Apt B2,"Cooking fire, confined to container",41.6524349,-91.564971
Iowa City Fire Department,3,8/16/11,2011,2404 Bartelt RD Apt 1B,"Cooking fire, confined to container",41.6541476,-91.5740197
Iowa City Fire Department,2,8/20/11,2011,505 E BURLINGTON ST Apt 9B,"Cooking fire, confined to container",41.657168,-91.528289
Iowa City Fire Department,3,8/21/11,2011,302 E BLOOMINGTON ST,"Cooking fire, confined to container",41.6649767,-91.5313687
Iowa City Fire Department,4,8/23/11,2011,729 N Dubuque ST,Building fire,41.670347,-91.533081
Iowa City Fire Department,4,8/30/11,2011,2248 Taylor DR,"Cooking fire, confined to container",41.635992,-91.517978
Iowa City Fire Department,3,9/7/11,2011,2401 E HIGHWAY #6 Apt 2216,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,9/12/11,2011,324 N LUCAS ST,Building fire,41.6653019,-91.523955
Iowa City Fire Department,7,9/12/11,2011,734 WESTWINDS DR Apt 6,Building fire,41.652109,-91.577457
Iowa City Fire Department,5,9/20/11,2011,420 N 1ST AVE Apt 105,Building fire,41.666789,-91.501436
Iowa City Fire Department,3,9/22/11,2011,301 N Clinton ST,"Cooking fire, confined to container",41.6653069,-91.535032
Iowa City Fire Department,2,9/24/11,2011,257-259 E IOWA AVE,Building fire,41.661006,-91.531857
Iowa City Fire Department,2,9/24/11,2011,225 E IOWA AVE,Building fire,41.660984,-91.532031
Iowa City Fire Department,2,9/24/11,2011,7 S LINN ST,Building fire,41.6608469,-91.5319279
Iowa City Fire Department,2,9/24/11,2011,13 S LINN ST,Building fire,41.660745,-91.531952
Iowa City Fire Department,2,9/24/11,2011,217-221 E IOWA AVE,Building fire,41.660898,-91.5322429
Iowa City Fire Department,4,9/25/11,2011,800 Brown ST,"Trash or rubbish fire, contained",41.6701524,-91.5241731
Iowa City Fire Department,6,10/1/11,2011,524 3rd AVE,"Trash or rubbish fire, contained",41.6542428,-91.5048764
Iowa City Fire Department,3,10/2/11,2011,1916 WATERFRONT DR,Building fire,41.6418294,-91.529644
Iowa City Fire Department,5,10/21/11,2011,432 SAMOA DR,Building fire,41.655305,-91.576265
Iowa City Fire Department,2,10/22/11,2011,307 E College ST Apt 1833,"Cooking fire, confined to container",41.658629,-91.531255
Iowa City Fire Department,4,10/24/11,2011,845 CROSS PARK AVE Apt 2C,"Cooking fire, confined to container",41.638592,-91.523755
Iowa City Fire Department,3,10/24/11,2011,2420 WAYNE AVE,Building fire,41.647671,-91.499996
Iowa City Fire Department,4,10/31/11,2011,2722 WAYNE AVE Apt A6,"Cooking fire, confined to container",41.6474851,-91.49612
Iowa City Fire Department,4,11/1/11,2011,1902 WOODRIDGE AVE,Building fire,41.664524,-91.508296
Iowa City Fire Department,4,11/2/11,2011,511 WESTWINDS DR,Building fire,41.654782,-91.578539
Iowa City Fire Department,4,11/5/11,2011,731 Church ST,"Trash or rubbish fire, contained",41.66761,-91.524525
Iowa City Fire Department,3,11/13/11,2011,801 BOWERY ST,Building fire,41.653854,-91.524005
Iowa City Fire Department,6,11/14/11,2011,3525 SHAMROCK PL,Building fire,41.6554721,-91.4818374
Iowa City Fire Department,3,11/26/11,2011,722 Iowa AVE,"Cooking fire, confined to container",41.6615899,-91.524939
Iowa City Fire Department,6,12/22/11,2011,3042 MUSCATINE AVE Apt 20,"Cooking fire, confined to container",41.650272,-91.491061
Iowa City Fire Department,4,12/26/11,2011,2427 PETSEL PL Apt #2,Building fire,41.655,-91.57523
Iowa City Fire Department,3,1/1/12,2012,320 S DUBUQUE ST,Building fire,41.6570266,-91.5327378
Iowa City Fire Department,3,1/2/12,2012,E MARKET ST and N LUCAS ST,Building fire,41.6635146,-91.5242554
Iowa City Fire Department,3,1/5/12,2012,517 S DODGE ST,"Cooking fire, confined to container",41.654964,-91.526266
Iowa City Fire Department,6,1/10/12,2012,401 HAWK RIDGE DR Apt 4305,"Cooking fire, confined to container",41.6478446,-91.5538541
Iowa City Fire Department,3,1/13/12,2012,923 IOWA AVE,"Cooking fire, confined to container",41.6611248,-91.5217706
Iowa City Fire Department,4,1/14/12,2012,2724 WAYNE AVE Apt 7,"Cooking fire, confined to container",41.6476934,-91.4959114
Iowa City Fire Department,4,1/17/12,2012,517 S LINN ST,Building fire,41.654964,-91.532141
Iowa City Fire Department,6,1/21/12,2012,1132 ASH ST,Building fire,41.647778,-91.514376
Iowa City Fire Department,4,2/3/12,2012,3042 MUSCATINE AVE,"Cooking fire, confined to container",41.650272,-91.491061
Iowa City Fire Department,4,2/12/12,2012,2010 BROADWAY ST Apt G,"Cooking fire, confined to container",41.6395882,-91.5204713
Iowa City Fire Department,4,2/19/12,2012,1114 ESSEX ST,Building fire,41.6481939,-91.492645
Iowa City Fire Department,6,2/19/12,2012,109 RIVER ST,"Cooking fire, confined to container",41.6663706,-91.5417907
Iowa City Fire Department,8,2/19/12,2012,31 VALLEY AVE Apt Apt. #3,"Cooking fire, confined to container",41.664662,-91.552871
Iowa City Fire Department,3,2/21/12,2012,322 N VAN BUREN ST,Building fire,41.665335,-91.528208
Iowa City Fire Department,4,2/27/12,2012,808 CAROLINE AVE,"Cooking fire, confined to container",41.679903,-91.5222919
Iowa City Fire Department,9,3/1/12,2012,808 WESTWINDS DR Apt 3,Building fire,41.651643,-91.5774689
Iowa City Fire Department,4,3/3/12,2012,223 E WASHINGTON ST,"Cooking fire, confined to container",41.659737,-91.5320799
Iowa City Fire Department,7,3/4/12,2012,2206 HICKORY CT,"Cooking fire, confined to container",41.6375615,-91.5244163
Iowa City Fire Department,8,3/8/12,2012,2590 RUSHMORE DR,"Trash or rubbish fire, contained",41.644005,-91.577733
Iowa City Fire Department,3,3/11/12,2012,2707 TRIPLE CROWN LA,Building fire,41.6307811,-91.4908383
Iowa City Fire Department,3,3/17/12,2012,30 W COURT ST Apt 416,Building fire,41.6566344,-91.5366621
Iowa City Fire Department,4,3/19/12,2012,2159 KOUNTRY LN,"Cooking fire, confined to container",41.7036891,-91.5488992
Iowa City Fire Department,4,3/21/12,2012,1233 SANDUSKY DR,Building fire,41.6368691,-91.5173951
Iowa City Fire Department,5,3/24/12,2012,518 N VAN BUREN ST,"Cooking fire, confined to container",41.667499,-91.528322
Iowa City Fire Department,4,4/7/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,5,4/10/12,2012,1418 SYCAMORE ST,Building fire,41.645058,-91.511273
Iowa City Fire Department,3,4/11/12,2012,123 N LINN ST Apt 2436,"Cooking fire, confined to container",41.6632721,-91.5319147
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 62,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,4/13/12,2012,1205 LAURA DR Apt 63,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,4/15/12,2012,625 S CLINTON ST Apt 9,"Cooking fire, confined to container",41.653601,-91.535145
Iowa City Fire Department,5,4/30/12,2012,1839 FLANIGAN CT,"Cooking fire, confined to container",41.645233,-91.565877
Iowa City Fire Department,4,5/3/12,2012,2000 INDUSTRIAL PARK RD,Building fire,41.6361062,-91.4948517
Iowa City Fire Department,6,5/5/12,2012,329 ELLIS AVE Apt 2,"Cooking fire, confined to container",41.668635,-91.542365
Iowa City Fire Department,5,5/7/12,2012,1001 OAKCREST ST Apt 8,Building fire,41.6516561,-91.5530734
Iowa City Fire Department,4,5/13/12,2012,825 HUDSON AVE,Building fire,41.649512,-91.545818
Iowa City Fire Department,3,5/24/12,2012,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,6/3/12,2012,333 S GILBERT ST Apt 2114,"Cooking fire, confined to container",41.657122,-91.530646
Iowa City Fire Department,3,6/13/12,2012,2240 TAYLOR DR,Building fire,41.6361489,-91.5183221
Iowa City Fire Department,3,7/1/12,2012,520 S JOHNSON ST,"Cooking fire, confined to container",41.654666,-91.526892
Iowa City Fire Department,3,7/1/12,2012,1946 BROADWAY ST Apt B,"Cooking fire, confined to container",41.640423,-91.5193889
Iowa City Fire Department,3,7/11/12,2012,1914 GLEASON AVE,Building fire,41.637307,-91.50809
Iowa City Fire Department,2,7/20/12,2012,320 S DUBUQUE ST Apt 404,"Cooking fire, confined to container",41.6570266,-91.5327378
Iowa City Fire Department,3,7/21/12,2012,2238 RUSSELL DR,Building fire,41.636156,-91.5147269
Iowa City Fire Department,3,7/22/12,2012,1035 HOWELL ST,Building fire,41.648457,-91.520572
Iowa City Fire Department,7,7/25/12,2012,129 E JEFFERSON ST,"Cooking fire, confined to container",41.6624599,-91.5341502
Iowa City Fire Department,4,7/26/12,2012,2401 6 HWY E Apt 4804,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,7/27/12,2012,901 CROSS PARK AVE,"Cooking fire, confined to container",41.6390602,-91.5234252
Iowa City Fire Department,6,8/4/12,2012,411 S SUMMIT ST,Building fire,41.656159,-91.521645
Iowa City Fire Department,2,8/11/12,2012,2211 HOLLYWOOD BLVD,"Cooking fire, confined to container",41.637442,-91.503306
Iowa City Fire Department,3,8/19/12,2012,403 S JOHNSON ST,Building fire,41.656515,-91.527686
Iowa City Fire Department,3,8/29/12,2012,505 E BURLINGTON ST Apt 5C6C,"Cooking fire, confined to container",41.657168,-91.528289
Iowa City Fire Department,2,9/1/12,2012,712 E MARKET ST,Building fire,41.663848,-91.525154
Iowa City Fire Department,5,9/7/12,2012,816 CROSS PARK AVE Apt 2A,Building fire,41.6390928,-91.5240941
Iowa City Fire Department,3,9/11/12,2012,1817 HOLLYWOOD CT,Building fire,41.639879,-91.51017
Iowa City Fire Department,5,9/16/12,2012,447 N RIVERSIDE DR,"Cooking fire, confined to container",41.6708038,-91.5403856
Iowa City Fire Department,5,9/19/12,2012,708 FOSTER RD,"Cooking fire, confined to container",41.6807982,-91.5486258
Iowa City Fire Department,6,9/21/12,2012,1741 LOUIS PL,"Cooking fire, confined to container",41.68099,-91.545587
Iowa City Fire Department,14,9/27/12,2012,1095 SILVERCREST CIR Apt 326,"Cooking fire, confined to container",41.6490288,-91.4807218
Iowa City Fire Department,2,9/29/12,2012,816 S GILBERT ST Apt 2,Building fire,41.6515939,-91.5310362
Iowa City Fire Department,4,10/3/12,2012,130 W HIGHWAY #1,"Cooking fire, confined to container",41.5725261,-93.7032075
Iowa City Fire Department,2,10/4/12,2012,27 GALLUP PL,"Cooking fire, confined to container",41.6460099,-91.60004
Iowa City Fire Department,7,10/6/12,2012,18 HIDDEN MEADOW LN,"Cooking fire, confined to container",41.682002,-91.5349729
Iowa City Fire Department,5,10/9/12,2012,6 AMBER LN,Building fire,41.632909,-91.506665
Iowa City Fire Department,4,10/11/12,2012,2020 BROADWAY ST Apt G,"Cooking fire, confined to container",41.6389056,-91.5197748
Iowa City Fire Department,5,10/12/12,2012,1205 LAURA DR Apt 136,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,10/12/12,2012,370 SCOTT CT,Fires in structure other than in a building,41.6574294,-91.4817455
Iowa City Fire Department,3,10/21/12,2012,715 N DUBUQUE ST,"Cooking fire, confined to container",41.6702249,-91.5329757
Iowa City Fire Department,3,10/21/12,2012,612 KESWICK DR,Building fire,41.652697,-91.567215
Iowa City Fire Department,2,10/24/12,2012,335 S GILBERT ST,Building fire,41.6571097,-91.5305105
Iowa City Fire Department,3,10/24/12,2012,706 E COLLEGE ST Apt 8,"Cooking fire, confined to container",41.65916,-91.525501
Iowa City Fire Department,6,11/4/12,2012,2128 S RIVERSIDE DR Apt 101,"Cooking fire, confined to container",41.6312726,-91.536116
Iowa City Fire Department,2,11/10/12,2012,225 S GRAND AVE,Building fire,41.6568467,-91.5460062
Iowa City Fire Department,2,11/14/12,2012,325 E COLLEGE ST,"Cooking fire, confined to container",41.658629,-91.53068
Iowa City Fire Department,4,11/15/12,2012,3042 MUSCATINE AVE Apt 10,"Cooking fire, confined to container",41.650272,-91.491061
Iowa City Fire Department,3,11/21/12,2012,2665 TRIPLE CROWN LN Apt 8,"Cooking fire, confined to container",41.6307811,-91.4908383
Iowa City Fire Department,4,11/22/12,2012,1100 ARTHUR ST Apt G1,"Cooking fire, confined to container",41.648509,-91.4963761
Iowa City Fire Department,2,11/29/12,2012,500 E MARKET ST,Building fire,41.664111,-91.528407
Iowa City Fire Department,4,12/1/12,2012,409 SAMOA DR,Building fire,41.656297,-91.576635
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,4,12/1/12,2012,413 SAMOA DR,Building fire,41.6556519,-91.5765526
Iowa City Fire Department,5,12/3/12,2012,447 N RIVERSIDE DR Apt 103,"Trash or rubbish fire, contained",41.6708038,-91.5403856
Iowa City Fire Department,5,12/5/12,2012,913 WILLOW ST,"Cooking fire, confined to container",41.6506133,-91.4904155
Iowa City Fire Department,6,12/7/12,2012,30 NORWOOD CIR,"Chimney or flue fire, confined to chimney or flue",41.655793,-91.49394
Iowa City Fire Department,3,12/9/12,2012,309 S MADISON ST,"Cooking fire, confined to container",41.6572225,-91.5384402
Iowa City Fire Department,3,12/26/12,2012,223 E WASHINGTON ST,"Fuel burner/boiler malfunction, fire confined",41.659737,-91.5320799
Iowa City Fire Department,4,1/1/13,2013,601 W HIGHWAY #6,"Trash or rubbish fire, contained",41.6352244,-91.5000773
Iowa City Fire Department,5,1/12/13,2013,403 N 7TH AVE,Building fire,41.6668779,-91.511295
Iowa City Fire Department,5,1/17/13,2013,650 HAWKEYE DR Apt #658,"Cooking fire, confined to container",41.6603024,-91.5801358
Iowa City Fire Department,6,1/18/13,2013,2401 6 HWY E Apt 3604,"Cooking fire, confined to container",41.6352244,-91.5000773
Iowa City Fire Department,3,1/19/13,2013,2530 BARTELT RD Apt #1C,"Trash or rubbish fire, contained",41.6536002,-91.5764581
Iowa City Fire Department,3,1/20/13,2013,340 E BURLINGTON ST Apt 6,"Cooking fire, confined to container",41.6580198,-91.5305062
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,5,1/22/13,2013,1515 JACKSON AVE,Building fire,41.650322,-91.513197
Iowa City Fire Department,2,1/23/13,2013,316 E BLOOMINGTON ST,Building fire,41.6646929,-91.5309064
Iowa City Fire Department,7,2/1/13,2013,1095 SILVERCREST CIR,"Cooking fire, confined to container",41.6490288,-91.4807218
Iowa City Fire Department,5,2/7/13,2013,438 SOUTHGATE AVE,"Trash or rubbish fire, contained",41.6406914,-91.5290338
Iowa City Fire Department,9,2/7/13,2013,548 OLYMPIC CT,"Cooking fire, confined to container",41.641933,-91.526641
Iowa City Fire Department,3,2/10/13,2013,2401 HIGHWAY #6 Apt 44,"Cooking fire, confined to container",41.6352244,-91.5000773
Iowa City Fire Department,3,2/11/13,2013,115 S LUCAS ST,Building fire,41.659451,-91.524676
Iowa City Fire Department,3,2/14/13,2013,1120 SPRUCE ST,"Cooking fire, confined to container",41.648371,-91.512114
Iowa City Fire Department,4,3/2/13,2013,521 S JOHNSON ST Apt 5,"Cooking fire, confined to container",41.654699,-91.527732
Iowa City Fire Department,3,3/3/13,2013,301 N CLINTON ST,"Cooking fire, confined to container",41.6653069,-91.535032
Iowa City Fire Department,4,3/11/13,2013,1811 H ST,Building fire,41.648165,-91.508971
Iowa City Fire Department,5,3/15/13,2013,916 HARLOCKE ST,"Cooking fire, confined to container",41.648852,-91.553203
Iowa City Fire Department,5,3/17/13,2013,814 OAKCREST ST Apt 4,"Cooking fire, confined to container",41.6539069,-91.5502379
Iowa City Fire Department,6,3/21/13,2013,2440 MORMON TREK BLVD,Building fire,41.6369661,-91.5650237
Iowa City Fire Department,5,3/22/13,2013,350 DUBLIN DR,"Cooking fire, confined to container",41.6559756,-91.5848786
Iowa City Fire Department,2,3/25/13,2013,319 E WASHINGTON ST Apt 215,"Cooking fire, confined to container",41.659728,-91.530941
Iowa City Fire Department,4,3/25/13,2013,4810 MELROSE AVE,Building fire,41.6579291,-91.6058976
Iowa City Fire Department,4,3/27/13,2013,1105 PINE ST,"Cooking fire, confined to container",41.64907,-91.513856
Iowa City Fire Department,2,3/27/13,2013,512 S DUBUQUE ST Apt 6,"Cooking fire, confined to container",41.6550749,-91.532736
Iowa City Fire Department,4,3/30/13,2013,1486 S 1ST AVE Apt 1,"Cooking fire, confined to container",41.6421939,-91.5023581
Iowa City Fire Department,3,4/3/13,2013,705 S DUBUQUE ST,Building fire,41.653041,-91.533612
Iowa City Fire Department,4,4/6/13,2013,1804 RIDGEWAY DR,Building fire,41.662669,-91.510469
Iowa City Fire Department,4,4/8/13,2013,2221 MUSCATINE AVE Apt 2,Building fire,41.649242,-91.502457
Iowa City Fire Department,2,4/20/13,2013,223 E WASHINGTON ST,"Cooking fire, confined to container",41.659737,-91.5320799
Iowa City Fire Department,6,4/23/13,2013,910 FOSTER RD,"Cooking fire, confined to container",41.6792046,-91.5536525
Iowa City Fire Department,6,4/23/13,2013,3146 E WASHINGTON ST,Building fire,41.661191,-91.486089
Iowa City Fire Department,3,5/2/13,2013,1311 W BENTON ST,Building fire,41.650193,-91.55895
Iowa City Fire Department,5,5/11/13,2013,207 W BURLINGTON ST,Building fire,41.6574098,-91.5400565
Iowa City Fire Department,3,5/16/13,2013,413 N CLINTON ST,"Trash or rubbish fire, contained",41.6659369,-91.5345525
Iowa City Fire Department,4,5/17/13,2013,1134 SANDUSKY DR,Building fire,41.6371533,-91.5186361
Iowa City Fire Department,4,5/21/13,2013,129 E WASHINGTON ST,"Cooking fire, confined to container",41.6599187,-91.5334152
Iowa City Fire Department,6,5/21/13,2013,1020 S SCOTT BLVD,Building fire,41.6490984,-91.4816205
Iowa City Fire Department,3,5/22/13,2013,716 N DUBUQUE ST,"Cooking fire, confined to container",41.669529,-91.532662
Iowa City Fire Department,3,6/6/13,2013,1809 FLATIRON AVE,Building fire,41.637623,-91.509625
Iowa City Fire Department,4,6/9/13,2013,447 N RIVERSIDE DR,"Cooking fire, confined to container",41.6708038,-91.5403856
Iowa City Fire Department,5,6/20/13,2013,1305 SUNSET ST,"Cooking fire, confined to container",41.64274,-91.560295
Iowa City Fire Department,1,6/22/13,2013,2458 BITTERSWEET CT,Building fire,41.6500318,-91.5751922
Iowa City Fire Department,2,6/23/13,2013,413 S JOHNSON ST Apt 1,Building fire,41.656198,-91.527714
Iowa City Fire Department,6,6/24/13,2013,1205 LAURA DR Apt 20,"Cooking fire, confined to container",41.684809,-91.543113
Iowa City Fire Department,5,7/9/13,2013,2713 HICKORY TRL,Building fire,41.671019,-91.497664
Iowa City Fire Department,5,7/13/13,2013,447 DOUGLASS CT,"Cooking fire, confined to container",41.648978,-91.54472
Iowa City Fire Department,3,7/13/13,2013,2515 BARTELT RD Apt 1C,"Cooking fire, confined to container",41.6540517,-91.5758754
Iowa City Fire Department,3,7/14/13,2013,619 N GOVERNOR ST,Building fire,41.668583,-91.5230349
Iowa City Fire Department,6,7/21/13,2013,1119 WYLDE GREEN RD,"Cooking fire, confined to container",41.645765,-91.55844
Iowa City Fire Department,3,7/24/13,2013,2401 HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,2,7/27/13,2013,200 S LINN ST,"Cooking fire, confined to container",41.658629,-91.531255
Iowa City Fire Department,4,7/30/13,2013,929 HUDSON AVE,"Cooking fire, confined to container",41.648552,-91.545771
Iowa City Fire Department,6,8/4/13,2013,4958 E COURT ST,Building fire,41.657863,-91.464065
Iowa City Fire Department,5,8/5/13,2013,1807 WINSTON DR,Building fire,41.666481,-91.509164
Iowa City Fire Department,2,8/7/13,2013,353 S GILBERT ST Apt 2234,"Cooking fire, confined to container",41.657122,-91.530646
Iowa City Fire Department,5,8/8/13,2013,601 W HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,4,8/11/13,2013,1956 BROADWAY ST Apt 2C,"Cooking fire, confined to container",41.639821,-91.519674
Iowa City Fire Department,4,8/13/13,2013,2470 LAKESIDE DR Apt 5,"Cooking fire, confined to container",41.634189,-91.501451
Iowa City Fire Department,4,8/20/13,2013,3500 LOWER WEST BRANCH RD Apt 109,"Trash or rubbish fire, contained",41.6652252,-91.4823274
Iowa City Fire Department,1,8/21/13,2013,720 E MARKET ST,Building fire,41.663846,-91.524861
Iowa City Fire Department,7,8/23/13,2013,1095 SILVERCREST CIR,"Cooking fire, confined to container",41.6490288,-91.4807218
Iowa City Fire Department,5,8/25/13,2013,2332 LAKESIDE DR,Building fire,41.633724,-91.503373
Iowa City Fire Department,4,8/29/13,2013,1110 N DUBUQUE ST Apt 828CD,"Cooking fire, confined to container",41.6767608,-91.5319081
Iowa City Fire Department,3,8/29/13,2013,422 BROWN ST Apt 6,"Cooking fire, confined to container",41.670763,-91.529094
Iowa City Fire Department,4,9/5/13,2013,548 OLYMPIC CT,"Cooking fire, confined to container",41.641933,-91.526641
Iowa City Fire Department,4,9/6/13,2013,1018 DIANA ST,Building fire,41.6494263,-91.5265606
Iowa City Fire Department,4,9/13/13,2013,438 SOUTHGATE AVE,"Cooking fire, confined to container",41.6406914,-91.5290338
Iowa City Fire Department,7,9/13/13,2013,1205 LAURA DR Apt 150,Building fire,41.684809,-91.543113
Iowa City Fire Department,6,9/14/13,2013,401 HAWK RIDGE DR,"Cooking fire, confined to container",41.6478446,-91.5538541
Iowa City Fire Department,3,9/15/13,2013,421 S DODGE ST,"Cooking fire, confined to container",41.655941,-91.526254
Iowa City Fire Department,5,9/19/13,2013,1064 NEWTON RD Apt 5,"Cooking fire, confined to container",41.665057,-91.554496
Iowa City Fire Department,3,9/20/13,2013,2401 6 HWY E Apt 2417,"Cooking fire, confined to container",41.6352244,-91.5000773
Iowa City Fire Department,3,9/21/13,2013,1110 N DUBUQUE ST,"Cooking fire, confined to container",41.6767608,-91.5319081
Iowa City Fire Department,5,9/22/13,2013,289 PADDOCK CIR,"Cooking fire, confined to container",41.6259758,-91.4940082
Iowa City Fire Department,7,9/25/13,2013,301 HAWK RIDGE DR Apt 3323,"Cooking fire, confined to container",41.6478487,-91.5536316
Iowa City Fire Department,4,9/29/13,2013,10 E DAVENPORT ST,"Cooking fire, confined to container",41.6658159,-91.5340768
Iowa City Fire Department,5,10/4/13,2013,1423 PRAIRIE DU CHIEN RD,"Cooking fire, confined to container",41.680903,-91.521654
Iowa City Fire Department,6,10/4/13,2013,1219 BURNS AVE,Building fire,41.6352787,-91.5177779
Iowa City Fire Department,5,10/11/13,2013,934 WEST SIDE DR,Building fire,41.639183,-91.568884
Iowa City Fire Department,5,10/15/13,2013,603 GREENWOOD DR,"Cooking fire, confined to container",41.6525021,-91.5467743
Iowa City Fire Department,4,10/15/13,2013,2423 WALDEN RD,"Cooking fire, confined to container",41.6485928,-91.5752608
Iowa City Fire Department,8,10/16/13,2013,326 FINKBINE LA Apt 4,"Cooking fire, confined to container",41.65536,-91.572158
Iowa City Fire Department,3,10/16/13,2013,36 W COURT ST Apt 411,Building fire,41.6566365,-91.5367592
Iowa City Fire Department,4,10/18/13,2013,4515 MELROSE AVE,"Trash or rubbish fire, contained",41.6564139,-91.6022226
