Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Cedar Rapids Fire Department,5,11/3/10,2010,3131 PEBBLE DR SW,Building fire,41.9476374,-91.7136842
Cedar Rapids Fire Department,6,11/14/10,2010,7535 NORMANDY DR NE,Building fire,42.054031,-91.629889
Cedar Rapids Fire Department,3,11/16/10,2010,909 28TH ST SE,Building fire,41.97647,-91.626674
Cedar Rapids Fire Department,16,11/30/10,2010,944 M ST SW,Building fire,41.966146,-91.672546
Cedar Rapids Fire Department,9,12/4/10,2010,1313 OAKLAND RD NE Apt 5,Building fire,42.002336,-91.660997
Cedar Rapids Fire Department,5,12/5/10,2010,1705 5TH AVE SE Apt B,Building fire,41.982207,-91.646148
Cedar Rapids Fire Department,5,12/8/10,2010,436 NW 20th ST NW,Building fire,41.977348,-91.701317
Cedar Rapids Fire Department,5,12/8/10,2010,430 20TH ST NW,Building fire,41.977175,-91.701317
Cedar Rapids Fire Department,6,12/9/10,2010,2050 GLASS RD NE Apt 204,Building fire,42.0127384,-91.6694312
Cedar Rapids Fire Department,4,12/10/10,2010,1558 BEVER AVE SE,Building fire,41.984701,-91.6483816
Cedar Rapids Fire Department,5,12/15/10,2010,390 CRANDALL DR NE,Building fire,42.044999,-91.638338
Cedar Rapids Fire Department,4,12/17/10,2010,1545 BEVER AVE SE,Building fire,41.984375,-91.6487889
Cedar Rapids Fire Department,11,12/28/10,2010,725 41ST AVE DR SW,Building fire,41.9358886,-91.6449503
Cedar Rapids Fire Department,5,12/29/10,2010,1825 WASHINGTON AVE SE,Building fire,41.985259,-91.643591
Cedar Rapids Fire Department,4,1/4/11,2011,433 4TH AVE SW,Building fire,41.97145,-91.676646
Cedar Rapids Fire Department,4,1/13/11,2011,1617 12TH AVE SE,Building fire,41.9734,-91.646677
Cedar Rapids Fire Department,4,1/18/11,2011,1602 13TH AVE SE,Building fire,41.972986,-91.647432
Cedar Rapids Fire Department,6,1/23/11,2011,3114 CHAPEL DR SW,Building fire,41.947423,-91.715661
Cedar Rapids Fire Department,6,1/23/11,2011,2509 33RD AVE SW,Building fire,41.944635,-91.706149
Cedar Rapids Fire Department,8,1/29/11,2011,606 ROCKHURST DR SW,Building fire,41.965844,-91.764519
Cedar Rapids Fire Department,5,1/30/11,2011,3102 33RD AVE SW,Building fire,41.9459,-91.71213
Cedar Rapids Fire Department,10,2/1/11,2011,8406 BRIGHTON CT SW,Building fire,41.897172,-91.661182
Cedar Rapids Fire Department,9,2/11/11,2011,4000 33RD AVE SW,Building fire,41.9460989,-91.7229459
Cedar Rapids Fire Department,4,2/14/11,2011,658 15TH AVE SW,Building fire,41.963181,-91.679471
Cedar Rapids Fire Department,4,2/15/11,2011,4836 MONTCLAIR DR NW,Building fire,41.981194,-91.734229
Cedar Rapids Fire Department,7,2/19/11,2011,1100 26TH STR CT NW,Building fire,41.984834,-91.706807
Cedar Rapids Fire Department,6,3/3/11,2011,1100 1ST ST SW,Building fire,41.966961,-91.66744
Cedar Rapids Fire Department,8,3/15/11,2011,2160 EDGEWOOD RD NW Apt 11,Building fire,41.9981024,-91.7093049
Cedar Rapids Fire Department,5,3/18/11,2011,361 30TH STR DR SE,Building fire,42.006917,-91.629546
Cedar Rapids Fire Department,7,3/18/11,2011,4421 LORAINE ST NE,Building fire,42.026098,-91.647244
Cedar Rapids Fire Department,5,3/21/11,2011,3223 MOUND AVE SE,Building fire,41.979039,-91.620627
Cedar Rapids Fire Department,6,3/28/11,2011,1708 C ST SW,Building fire,41.963372,-91.660866
Cedar Rapids Fire Department,6,3/28/11,2011,2013 WEST POST RD SW,Building fire,41.9597856,-91.7403852
Cedar Rapids Fire Department,6,3/29/11,2011,2506 CANYON ST SW,Building fire,41.9538024,-91.7412452
Cedar Rapids Fire Department,8,3/31/11,2011,3320 QUEEN DR SW Apt 201,Building fire,41.944251,-91.715189
Cedar Rapids Fire Department,8,4/2/11,2011,4320 WESTCHESTER DR NE,Building fire,42.023592,-91.6853129
Cedar Rapids Fire Department,7,4/2/11,2011,408 EDGEWOOD RD NW,Building fire,41.9775528,-91.7164456
Cedar Rapids Fire Department,5,4/5/11,2011,824 M AVE NW,Building fire,41.987005,-91.684376
Cedar Rapids Fire Department,7,4/5/11,2011,1644 13TH ST NW,Building fire,41.9903959,-91.690766
Cedar Rapids Fire Department,6,4/10/11,2011,322 SUSSEX DR NE,Building fire,42.045983,-91.634644
Cedar Rapids Fire Department,5,4/10/11,2011,4617 J ST SW,Building fire,41.9327276,-91.6659564
Cedar Rapids Fire Department,5,4/16/11,2011,822 18TH ST SW,Building fire,41.968306,-91.696378
Cedar Rapids Fire Department,5,4/17/11,2011,1526 J AVE NE,Building fire,41.999694,-91.65611
Cedar Rapids Fire Department,4,4/29/11,2011,2512 C AVE NE,Building fire,42.002778,-91.639979
Cedar Rapids Fire Department,8,5/5/11,2011,5016 1ST AVE W Apt 6,Building fire,41.976663,-91.6729385
Cedar Rapids Fire Department,5,5/13/11,2011,1123 21st St SE,Building fire,41.974078,-91.639456
Cedar Rapids Fire Department,6,5/18/11,2011,120 10TH ST SW,Building fire,41.97172,-91.684267
Cedar Rapids Fire Department,6,5/20/11,2011,4516 WALKER ST NE,Building fire,42.02417,-91.664212
Cedar Rapids Fire Department,5,5/23/11,2011,1337 19TH AVE SW,Building fire,41.959579,-91.690377
Cedar Rapids Fire Department,3,5/28/11,2011,632 19TH AVE SW,Building fire,41.960036,-91.678445
Cedar Rapids Fire Department,5,5/28/11,2011,266 LYNDA DR NW,Building fire,41.974051,-91.728517
Cedar Rapids Fire Department,6,5/31/11,2011,1658 32ND ST NE,Building fire,42.010674,-91.661798
Cedar Rapids Fire Department,5,6/1/11,2011,1730 C AV NW,Building fire,41.976383,-91.696215
Cedar Rapids Fire Department,5,6/1/11,2011,1726 C AV NW,Building fire,41.976587,-91.696032
Cedar Rapids Fire Department,9,6/6/11,2011,2951 6TH ST SW Apt 1,Building fire,41.9486241,-91.6767906
Cedar Rapids Fire Department,3,6/8/11,2011,3939 1ST AVE E,Building fire,42.0189488,-91.6320875
Cedar Rapids Fire Department,10,6/10/11,2011,505 ROCKHURST DR SW,Building fire,41.966963,-91.763789
Cedar Rapids Fire Department,6,6/13/11,2011,1906 TAFT DR SW,Building fire,41.915555,-91.626236
Cedar Rapids Fire Department,7,6/15/11,2011,5521 PLAINVIEW DR NW,Building fire,41.9746219,-91.743368
Cedar Rapids Fire Department,7,6/15/11,2011,1106 REGENT ST NE,Building fire,42.024615,-91.651263
Cedar Rapids Fire Department,6,6/19/11,2011,226 27TH ST NW,Building fire,41.9733637,-91.708479
Cedar Rapids Fire Department,7,6/19/11,2011,330 29TH STR DR SE,Building fire,42.006402,-91.6302989
Cedar Rapids Fire Department,6,6/20/11,2011,925 N ST SW,Building fire,41.966354,-91.673069
Cedar Rapids Fire Department,4,6/24/11,2011,MOUNT VERNON RD SE and 14TH ST SE,Building fire,41.9777142,-91.6519173
Cedar Rapids Fire Department,4,6/27/11,2011,2121 ROCKFORD RD SW Apt 9,Building fire,41.958419,-91.693963
Cedar Rapids Fire Department,4,7/1/11,2011,1436 M ST SW,Building fire,41.963118,-91.672537
Cedar Rapids Fire Department,4,7/9/11,2011,393 EDGEWOOD RD NW,Building fire,41.9771454,-91.7159472
Cedar Rapids Fire Department,5,7/13/11,2011,2237 BIRCHWOOD DR NE,Building fire,42.014674,-91.6743089
Cedar Rapids Fire Department,6,7/13/11,2011,1611 CENTER POINT RD NE,Building fire,42.0053485,-91.6630753
Cedar Rapids Fire Department,7,7/16/11,2011,1049 F AVE NW,Building fire,41.978775,-91.688246
Cedar Rapids Fire Department,5,7/17/11,2011,337 24 ST NW,Building fire,41.975654,-91.705476
Cedar Rapids Fire Department,5,7/17/11,2011,337 24 ST NW,Building fire,41.975654,-91.705476
Cedar Rapids Fire Department,5,7/17/11,2011,337 24TH ST NW,Building fire,41.975654,-91.705476
Cedar Rapids Fire Department,4,7/20/11,2011,925 N ST SW,Building fire,41.966354,-91.673069
Cedar Rapids Fire Department,3,7/22/11,2011,7009 KENT DR NE,Building fire,42.048372,-91.629757
Cedar Rapids Fire Department,5,7/28/11,2011,3127 WESTWOOD DR NW,Building fire,41.984916,-91.713532
Cedar Rapids Fire Department,5,7/30/11,2011,1100 6th ST SE,Building fire,41.9729278,-91.6556333
Cedar Rapids Fire Department,5,7/30/11,2011,1150 6th ST SE,Building fire,41.9725774,-91.6548191
Cedar Rapids Fire Department,5,7/30/11,2011,1113 6th ST SE,Building fire,41.9728148,-91.6555628
Cedar Rapids Fire Department,4,8/5/11,2011,1030 MEMORIAL DR SE,Building fire,41.974926,-91.627422
Cedar Rapids Fire Department,6,8/13/11,2011,902 16TH AVE SE,Building fire,41.971079,-91.652482
Cedar Rapids Fire Department,7,8/14/11,2011,902 16th St SE,Building fire,41.9779292,-91.6465
Cedar Rapids Fire Department,4,8/20/11,2011,1829 B AV NE,Building fire,41.9934,-91.6471
Cedar Rapids Fire Department,4,8/20/11,2011,1823 B AVE NE,Building fire,41.993316,-91.647245
Cedar Rapids Fire Department,7,8/20/11,2011,5805 MUIRFIELD DR SW,Building fire,41.919917,-91.634575
Cedar Rapids Fire Department,3,8/25/11,2011,1541 D AVE NE,Building fire,41.992058,-91.654224
Cedar Rapids Fire Department,10,8/27/11,2011,2417 DESOTO ST SW,Building fire,41.9778795,-91.6656232
Cedar Rapids Fire Department,7,8/29/11,2011,4001 44TH AVE SW,Building fire,41.935226,-91.722672
Cedar Rapids Fire Department,4,8/29/11,2011,4333 1ST AVE SW Apt 308,Building fire,41.9671918,-91.7270598
Cedar Rapids Fire Department,8,9/5/11,2011,725 41ST AVE DR SW,Building fire,41.9358886,-91.6449503
Cedar Rapids Fire Department,5,9/5/11,2011,1919 CACH LN SW,Building fire,41.959049,-91.659628
Cedar Rapids Fire Department,8,9/6/11,2011,1505 48TH ST NE,Building fire,42.026064,-91.658741
Cedar Rapids Fire Department,7,9/8/11,2011,2222 1ST AVE E,Building fire,41.9978689,-91.637401
Cedar Rapids Fire Department,5,9/9/11,2011,1225 2ND AVE SE,Building fire,41.984304,-91.65589
Cedar Rapids Fire Department,5,9/10/11,2011,1540 5TH AVE SE,Building fire,41.982895,-91.648839
Cedar Rapids Fire Department,5,9/11/11,2011,1717 D ST SW,Building fire,41.9630469,-91.661892
Cedar Rapids Fire Department,5,9/11/11,2011,1717 D ST SW,Building fire,41.9630469,-91.661892
Cedar Rapids Fire Department,5,9/11/11,2011,1719 D ST SW,Building fire,41.9630417,-91.6618829
Cedar Rapids Fire Department,10,9/14/11,2011,1950 DODGE RD NE Apt 108,Building fire,42.027372,-91.6671739
Cedar Rapids Fire Department,10,9/16/11,2011,6506 COLORADO DR SW,Building fire,41.915339,-91.664424
Cedar Rapids Fire Department,7,9/18/11,2011,2911 LONG BLUFF RD NE,Building fire,42.009123,-91.69408
Cedar Rapids Fire Department,5,9/24/11,2011,1371 19TH AVE SW,Building fire,41.959591,-91.691443
Cedar Rapids Fire Department,7,9/25/11,2011,2128 NORTH TOWNE CT NE Apt 1,Building fire,42.0339413,-91.6718413
Cedar Rapids Fire Department,5,9/26/11,2011,1525 7th Ave SE,Building fire,41.9802729,-91.649279
Cedar Rapids Fire Department,4,10/1/11,2011,1400 3RD ST NW,Building fire,41.9868237,-91.6773551
Cedar Rapids Fire Department,7,10/2/11,2011,344 19TH ST SE,Building fire,41.987315,-91.642452
Cedar Rapids Fire Department,4,10/5/11,2011,209 7th ST,Building fire,41.972646,-91.679671
Cedar Rapids Fire Department,6,10/7/11,2011,1121 3RD ST SW,Building fire,41.9662625,-91.670044
Cedar Rapids Fire Department,0,10/10/11,2011,401 76TH AVE SW,Building fire,41.9049651,-91.668637
Cedar Rapids Fire Department,6,10/13/11,2011,82 SIMPSON ST SW,Building fire,41.9236855,-91.6507005
Cedar Rapids Fire Department,6,10/13/11,2011,82 Simpson ST SW,Building fire,41.9236855,-91.6507005
Cedar Rapids Fire Department,5,10/19/11,2011,2014 K ST SW,Building fire,41.95822,-91.669068
Cedar Rapids Fire Department,6,10/26/11,2011,120 23RD STR DR SE,Building fire,41.999434,-91.635448
Cedar Rapids Fire Department,5,10/26/11,2011,120 23RD STR DR SE,Building fire,41.999434,-91.635448
Cedar Rapids Fire Department,12,10/29/11,2011,1425 60TH AVE SW,Building fire,41.914363,-91.689853
Cedar Rapids Fire Department,4,11/1/11,2011,900 CENTER POINT RD NE,Building fire,41.995861,-91.662313
Cedar Rapids Fire Department,5,11/2/11,2011,1243 20TH ST SW,Building fire,41.965818,-91.698704
Cedar Rapids Fire Department,4,11/8/11,2011,826 17TH ST SE,Building fire,41.97857,-91.646127
Cedar Rapids Fire Department,5,11/12/11,2011,720 29TH ST SE,Building fire,41.9779484,-91.6256142
Cedar Rapids Fire Department,6,11/13/11,2011,4861 1ST AVE W Apt 1C,Building fire,41.9668161,-91.7337787
Cedar Rapids Fire Department,7,11/16/11,2011,1710 16TH ST SE,Building fire,41.969297,-91.6458959
Cedar Rapids Fire Department,7,11/17/11,2011,1050 WENIG RD NE,Building fire,41.999665,-91.676801
Cedar Rapids Fire Department,4,11/26/11,2011,1111 19TH AVE SW,Building fire,41.959506,-91.684082
Cedar Rapids Fire Department,5,11/30/11,2011,1552 7TH AVE SE,Building fire,41.980726,-91.648138
Cedar Rapids Fire Department,9,12/7/11,2011,255 15TH ST NW,Building fire,41.973527,-91.691566
Cedar Rapids Fire Department,5,12/13/11,2011,400 COLLINS RD NE,Building fire,42.0280838,-91.6324042
Cedar Rapids Fire Department,6,12/17/11,2011,5560 6TH ST SW Apt 111,Building fire,41.923874,-91.677552
Cedar Rapids Fire Department,4,12/22/11,2011,5TH AV SW and 9TH ST SW,Building fire,41.9706821,-91.6812308
Cedar Rapids Fire Department,5,12/23/11,2011,505 9TH ST SW,Building fire,41.970477,-91.680972
Cedar Rapids Fire Department,4,12/23/11,2011,4900 16TH AVE SW Apt 212,Building fire,41.9648399,-91.7348633
Cedar Rapids Fire Department,6,12/24/11,2011,1140 PARK PL NE,Building fire,42.030763,-91.651833
Cedar Rapids Fire Department,5,12/25/11,2011,1515 ARIZONA CT NE,Building fire,42.015633,-91.658411
Cedar Rapids Fire Department,4,12/29/11,2011,824 6TH ST SW,Building fire,41.9678677,-91.6770964
Cedar Rapids Fire Department,7,12/29/11,2011,3300 C ST SW,Building fire,41.943937,-91.638699
Cedar Rapids Fire Department,3,1/2/12,2012,130 JACOLYN DR SW Apt 6,Building fire,41.966216,-91.731478
Cedar Rapids Fire Department,5,1/2/12,2012,310 5TH AVE SE Apt 1230,Building fire,41.9759389,-91.663465
Cedar Rapids Fire Department,5,1/3/12,2012,6706 ARBOR LN NE,Building fire,42.0456969,-91.661875
Cedar Rapids Fire Department,5,1/3/12,2012,6706 ARBOR LN NE,Building fire,42.0456969,-91.661875
Cedar Rapids Fire Department,5,1/3/12,2012,6706 ARBOR LN NE,Building fire,42.0456969,-91.661875
Cedar Rapids Fire Department,6,1/4/12,2012,362 19TH ST SE,Building fire,41.985976,-91.6425299
Cedar Rapids Fire Department,5,1/10/12,2012,406 E AVE NW,Building fire,41.978152,-91.678915
Cedar Rapids Fire Department,5,1/16/12,2012,1010 Bealer CT SE,Building fire,41.9769859,-91.651541
Cedar Rapids Fire Department,5,1/16/12,2012,1014 Bealer CT SE,Building fire,41.977033,-91.651435
Cedar Rapids Fire Department,7,1/23/12,2012,3538 ELMWOOD CT NE,Building fire,42.015259,-91.675851
Cedar Rapids Fire Department,6,1/25/12,2012,511 21ST ST NE,Building fire,41.999009,-91.643708
Cedar Rapids Fire Department,5,1/29/12,2012,2725 TERESA DR SW,Building fire,41.951052,-91.655333
Cedar Rapids Fire Department,4,1/30/12,2012,1638 3RD AVE SE Apt 2,Building fire,41.988938,-91.646823
Cedar Rapids Fire Department,3,1/31/12,2012,1427 4TH AVE SE,Building fire,41.983419,-91.651672
Cedar Rapids Fire Department,3,2/1/12,2012,5712 ADDISON AVE NE,Building fire,42.0353939,-91.647107
Cedar Rapids Fire Department,6,2/3/12,2012,1711 Washington AVE SE,Building fire,41.985325,-91.645753
Cedar Rapids Fire Department,6,2/3/12,2012,1707 WASHINGTON AVE SE,Building fire,41.985329,-91.6459
Cedar Rapids Fire Department,6,2/3/12,2012,1701 Washington AV SE,Building fire,41.985445,-91.646077
Cedar Rapids Fire Department,12,2/3/12,2012,7525 BERTRAM RD SE,Building fire,41.9614859,-91.5698543
Cedar Rapids Fire Department,7,2/10/12,2012,1319 SIERRA DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,7,2/11/12,2012,1227 BELMONT PKY NW,Building fire,41.984695,-91.702466
Cedar Rapids Fire Department,6,2/12/12,2012,2729 BRYANT BLVD SW,Building fire,41.952159,-91.750705
Cedar Rapids Fire Department,6,2/13/12,2012,1459 2nd ST SE,Building fire,41.967322,-91.65541
Cedar Rapids Fire Department,4,2/20/12,2012,141 37TH ST NE,Building fire,42.0159214,-91.6365121
Cedar Rapids Fire Department,4,2/24/12,2012,421 C AVE NW,Building fire,41.977526,-91.679449
Cedar Rapids Fire Department,5,2/26/12,2012,215 22ND ST NW,Building fire,41.973146,-91.703066
Cedar Rapids Fire Department,3,2/27/12,2012,7330 Revere DR NE,Building fire,42.051352,-91.637298
Cedar Rapids Fire Department,7,3/1/12,2012,6000 SHARON LN NW,Building fire,41.973612,-91.748169
Cedar Rapids Fire Department,8,3/2/12,2012,1651 34TH ST SE,Building fire,41.967989,-91.619001
Cedar Rapids Fire Department,5,3/2/12,2012,2263 C ST SW Apt 8,Building fire,41.9573872,-91.6500042
Cedar Rapids Fire Department,6,3/3/12,2012,2040 GLASS RD NE,Building fire,42.0135618,-91.6693502
Cedar Rapids Fire Department,0,3/3/12,2012,2050 GLASS RD NE,Building fire,42.0127384,-91.6694312
Cedar Rapids Fire Department,7,3/9/12,2012,1606 SIERRA DR NE,Building fire,42.005189,-91.667607
Cedar Rapids Fire Department,6,3/9/12,2012,3640 BEL AIR DR SE,Building fire,41.97079,-91.614255
Cedar Rapids Fire Department,3,3/9/12,2012,1604 Sierra DR NE,Building fire,42.0050592,-91.6681777
Cedar Rapids Fire Department,3,3/10/12,2012,5625 SKYLINE CT NW,Building fire,41.97059,-91.744694
Cedar Rapids Fire Department,5,3/14/12,2012,2000 WILEY BLVD SW Apt 106,Building fire,41.9597372,-91.7266806
Cedar Rapids Fire Department,6,3/16/12,2012,1221 Sierra DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,6,3/16/12,2012,1221 Sierra DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,6,3/16/12,2012,1221 Sierra DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,6,3/16/12,2012,1221 SIERRA DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,6,3/16/12,2012,1221 Sierra DR NE,Building fire,42.002481,-91.669364
Cedar Rapids Fire Department,4,3/19/12,2012,1025 G AVE NW,Building fire,41.979811,-91.687306
Cedar Rapids Fire Department,1,3/20/12,2012,421 6TH AVE SW,Building fire,41.969931,-91.675567
Cedar Rapids Fire Department,3,3/20/12,2012,3929 20TH AVE SW Apt 2,Building fire,41.959884,-91.7232609
Cedar Rapids Fire Department,5,3/25/12,2012,308 JACOLYN DR SW Apt 8,Building fire,41.964872,-91.733186
Cedar Rapids Fire Department,4,3/29/12,2012,836 9TH ST SW,Building fire,41.967493,-91.681633
Cedar Rapids Fire Department,6,3/29/12,2012,3317 ROSEWOOD CT NE,Building fire,42.012169,-91.668818
Cedar Rapids Fire Department,2,4/4/12,2012,1001 1ST ST SW,Building fire,41.968257,-91.665796
Cedar Rapids Fire Department,8,4/6/12,2012,1714 34TH ST NE,Building fire,42.013837,-91.662341
Cedar Rapids Fire Department,0,4/9/12,2012,600 ASHTON PL NE,Building fire,42.042728,-91.639302
Cedar Rapids Fire Department,6,4/11/12,2012,5920 WABASH ST SW,Building fire,41.956163,-91.7458754
Cedar Rapids Fire Department,3,4/12/12,2012,1220 AUBURN DR SW Apt S1,Building fire,41.9648971,-91.7194784
Cedar Rapids Fire Department,3,4/12/12,2012,188 JACOLYN DR NW,Building fire,41.971029,-91.732544
Cedar Rapids Fire Department,4,4/16/12,2012,1005 Ellis BLVD NW,Building fire,41.9819249,-91.6818344
Cedar Rapids Fire Department,4,4/16/12,2012,1000 Ellis BLVD NW,Building fire,41.981867,-91.682406
Cedar Rapids Fire Department,4,4/16/12,2012,1010 Ellis BLVD NW,Building fire,41.982128,-91.68241
Cedar Rapids Fire Department,4,4/16/12,2012,914 Ellis BLVD NW,Building fire,41.9815449,-91.682377
Cedar Rapids Fire Department,4,4/17/12,2012,2800 A AVE NE,Building fire,42.005353,-91.636714
Cedar Rapids Fire Department,5,4/25/12,2012,4000 SHERMAN ST NE Apt 22,Building fire,42.020186,-91.659546
Cedar Rapids Fire Department,4,4/30/12,2012,418 2ND ST NE,Building fire,41.9808548,-91.6704926
Cedar Rapids Fire Department,6,5/1/12,2012,3131 D AVE NE,Building fire,42.009571,-91.639841
Cedar Rapids Fire Department,4,5/2/12,2012,506 19TH ST NE,Building fire,41.996553,-91.647672
Cedar Rapids Fire Department,10,5/6/12,2012,6816 COLLEGE PARK CT SW Apt 7,Building fire,41.912743,-91.660865
Cedar Rapids Fire Department,10,5/17/12,2012,2321 BLAKELY BLVD SE,Building fire,41.954508,-91.634182
Cedar Rapids Fire Department,4,5/18/12,2012,258 12TH ST NW,Building fire,41.97421,-91.688608
Cedar Rapids Fire Department,6,5/18/12,2012,2044 NORTH TOWNE CT NE Apt 8,Building fire,42.0336814,-91.6708407
Cedar Rapids Fire Department,4,5/23/12,2012,81 26TH AVE SW,Building fire,41.951951,-91.662457
Cedar Rapids Fire Department,4,5/27/12,2012,220 7th AVE SW,Building fire,41.970276,-91.671733
Cedar Rapids Fire Department,5,5/27/12,2012,1515 5TH AVE SE,Building fire,41.98232,-91.649789
Cedar Rapids Fire Department,4,5/27/12,2012,703 3RD ST SW,Building fire,41.9698769,-91.6716019
Cedar Rapids Fire Department,5,5/30/12,2012,5TH ST SE and 12TH AV SE,Building fire,41.9717671,-91.6554425
Cedar Rapids Fire Department,8,6/1/12,2012,1736 B AVE NE,Building fire,41.992967,-91.6493689
Cedar Rapids Fire Department,5,6/6/12,2012,931 16TH AVE SE,Building fire,41.970387,-91.65122
Cedar Rapids Fire Department,2,6/8/12,2012,1508 C AVE NE,Building fire,41.991186,-91.654773
Cedar Rapids Fire Department,6,6/15/12,2012,2040 GLASS RD NE,Building fire,42.0135618,-91.6693502
Cedar Rapids Fire Department,4,6/18/12,2012,1052 MOUNT VERNON RD SE,Building fire,41.9779076,-91.6521324
Cedar Rapids Fire Department,6,6/20/12,2012,318 5TH ST SE,Building fire,41.978515,-91.662593
Cedar Rapids Fire Department,4,6/20/12,2012,1546 A AVE NE,Building fire,41.9901,-91.651826
Cedar Rapids Fire Department,4,6/24/12,2012,161 38th. NE,Building fire,42.016831,-91.637084
Cedar Rapids Fire Department,4,6/24/12,2012,919 6TH ST SW,Building fire,41.966901,-91.676107
Cedar Rapids Fire Department,4,6/24/12,2012,443 9th AV SW,Building fire,41.967219,-91.676278
Cedar Rapids Fire Department,4,6/24/12,2012,161 38th. ST NE,Building fire,42.016831,-91.637084
Cedar Rapids Fire Department,4,6/24/12,2012,447 9th AV SW,Building fire,41.967223,-91.6765719
Cedar Rapids Fire Department,4,6/24/12,2012,459 9th ST SW,Building fire,41.9706689,-91.6812123
Cedar Rapids Fire Department,4,6/24/12,2012,159 38TH ST NE,Building fire,42.016826,-91.6369
Cedar Rapids Fire Department,4,6/24/12,2012,441 9th AV SW,Building fire,41.967215,-91.676057
Cedar Rapids Fire Department,10,6/25/12,2012,4302 HOLLY CIR NE,Building fire,42.0437269,-91.71383
Cedar Rapids Fire Department,8,6/26/12,2012,1011 1ST AVE W,Building fire,41.972038,-91.684776
Cedar Rapids Fire Department,12,6/29/12,2012,5001 HAY FIELD CT SW,Building fire,41.9295,-91.615512
Cedar Rapids Fire Department,6,7/2/12,2012,5537 NORTH TOWNE PL NE Apt 1,Building fire,42.034442,-91.6727027
Cedar Rapids Fire Department,6,7/4/12,2012,1857 WILSON AVE SW,Building fire,41.95583,-91.6988949
Cedar Rapids Fire Department,6,7/6/12,2012,818 PAWNEE DR NW,Building fire,41.980462,-91.691621
Cedar Rapids Fire Department,7,7/8/12,2012,4444 1ST AVE E,Building fire,42.0255179,-91.6272126
Cedar Rapids Fire Department,7,7/10/12,2012,700 41ST AVE DR SW,Building fire,41.940606,-91.648071
Cedar Rapids Fire Department,9,7/11/12,2012,418 2ND ST NE,Building fire,41.9808548,-91.6704926
Cedar Rapids Fire Department,6,7/16/12,2012,3631 WESTERN PINE DR NE,Building fire,42.030992,-91.693546
Cedar Rapids Fire Department,6,7/22/12,2012,1002 A AVE NW,Building fire,41.973711,-91.685541
Cedar Rapids Fire Department,5,7/25/12,2012,359 16th ST SE,Building fire,41.986294,-91.648195
Cedar Rapids Fire Department,5,7/25/12,2012,1555 Park AV SE,Building fire,41.986448,-91.648371
Cedar Rapids Fire Department,5,7/26/12,2012,3327 QUEEN DR SW,Building fire,41.94491,-91.71417
Cedar Rapids Fire Department,6,8/10/12,2012,1426 PAWNEE DR NW,Building fire,41.983683,-91.691553
Cedar Rapids Fire Department,7,8/10/12,2012,2040 EDGEWOOD RD NW,Building fire,41.998705,-91.710176
Cedar Rapids Fire Department,7,8/15/12,2012,418 2ND ST NE,Building fire,41.9808548,-91.6704926
Cedar Rapids Fire Department,5,8/15/12,2012,517 9TH ST SW,Building fire,41.970079,-91.680805
Cedar Rapids Fire Department,4,8/19/12,2012,218 18TH ST NE,Building fire,41.9929119,-91.647642
Cedar Rapids Fire Department,13,8/20/12,2012,706 DANBURY ST NE,Building fire,42.026024,-91.644364
Cedar Rapids Fire Department,4,8/20/12,2012,2010 SYLVIA AVE NE,Building fire,42.030478,-91.668727
Cedar Rapids Fire Department,6,8/22/12,2012,2944 OAKLAND RD NE,Building fire,42.008157,-91.658809
Cedar Rapids Fire Department,6,8/28/12,2012,1711 C AVE NW,Building fire,41.975739,-91.695403
Cedar Rapids Fire Department,5,9/1/12,2012,385 16TH ST SE,Building fire,41.984208,-91.648074
Cedar Rapids Fire Department,4,9/1/12,2012,120 10TH ST SW,Building fire,41.97172,-91.684267
Cedar Rapids Fire Department,7,9/5/12,2012,3809 ELMWOOD DR NE,Building fire,42.018355,-91.677407
Cedar Rapids Fire Department,6,9/27/12,2012,216 NORMA ST SW,Building fire,41.9526183,-91.7346688
Cedar Rapids Fire Department,5,10/3/12,2012,216 16th AV SW,Building fire,41.962171,-91.666305
Cedar Rapids Fire Department,5,10/3/12,2012,220 16th AV SW,Building fire,41.962117,-91.666454
Cedar Rapids Fire Department,5,10/3/12,2012,220 16TH AVE SW,Building fire,41.962117,-91.666454
Cedar Rapids Fire Department,5,10/6/12,2012,1330 ELMHURST DR NE,Building fire,42.002547,-91.652073
Cedar Rapids Fire Department,3,10/8/12,2012,2800 A AVE NE,Building fire,42.005353,-91.636714
Cedar Rapids Fire Department,8,10/14/12,2012,4401 BENTON ST NE,Building fire,42.023238,-91.6594439
Cedar Rapids Fire Department,10,10/18/12,2012,2134 NORTH TOWNE LN NE Apt 4,Building fire,42.0329638,-91.6712276
Cedar Rapids Fire Department,7,10/24/12,2012,4330 CZECH LN NE,Building fire,42.0237593,-91.667102
Cedar Rapids Fire Department,5,11/4/12,2012,1619 F Ave. NE,Building fire,41.994575,-91.654391
Cedar Rapids Fire Department,7,11/9/12,2012,3821 OAKLAND RD NE,Building fire,42.01842,-91.654516
