Incident FDID,County,Service Name,Time Diff : Alarm - Arrival,time_diff_edit,Incident Date,Year,Full Address,Incident City,Fire Incident Type - Code,Fire Incident Type,full_address_geocode,lat,long
52003,Johnson,Iowa City Fire Department,0:04,4,4/18/04,2004,701 OAKNOLL DR,IOWA CITY,113,"Cooking fire, confined to container","701 OAKNOLL DR, IOWA CITY, Iowa",41.6520202,-91.5542455
52003,Johnson,Iowa City Fire Department,0:04,4,4/20/04,2004,404 S VAN BUREN ST,IOWA CITY,111,Building fire,"404 S VAN BUREN ST, IOWA CITY, Iowa",41.656484,-91.528333
52003,Johnson,Iowa City Fire Department,0:05,5,4/22/04,2004,2701 HEINZ RD Apt 10,IOWA CITY,113,"Cooking fire, confined to container","2701 HEINZ RD Apt 10, IOWA CITY, Iowa",41.631022,-91.492146
52003,Johnson,Iowa City Fire Department,0:04,4,4/22/04,2004,2622 WHISPERING PRAIRIE,IOWA CITY,113,"Cooking fire, confined to container","2622 WHISPERING PRAIRIE, IOWA CITY, Iowa",41.630427,-91.4999349
52003,Johnson,Iowa City Fire Department,0:04,4,4/24/04,2004,413 N CLINTON ST,IOWA CITY,111,Building fire,"413 N CLINTON ST, IOWA CITY, Iowa",41.6659369,-91.5345525
52003,Johnson,Iowa City Fire Department,0:05,5,4/28/04,2004,25 BYINGTON RD,IOWA CITY,118,"Trash or rubbish fire, contained","25 BYINGTON RD, IOWA CITY, Iowa",41.6585046,-91.5436697
52003,Johnson,Iowa City Fire Department,0:02,2,5/7/04,2004,332 S LINN ST,IOWA CITY,113,"Cooking fire, confined to container","332 S LINN ST, IOWA CITY, Iowa",41.6569702,-91.5312454
52003,Johnson,Iowa City Fire Department,0:03,3,5/7/04,2004,320 1ST ST,IOWA CITY,111,Building fire,"320 1ST ST, IOWA CITY, Iowa",41.6485804,-91.530901
52003,Johnson,Iowa City Fire Department,0:04,4,5/10/04,2004,804 S CAPITOL ST,IOWA CITY,111,Building fire,"804 S CAPITOL ST, IOWA CITY, Iowa",41.651984,-91.535873
52003,Johnson,Iowa City Fire Department,0:03,3,5/11/04,2004,620 S RIVERSIDE DR,IOWA CITY,111,Building fire,"620 S RIVERSIDE DR, IOWA CITY, Iowa",41.651808,-91.539668
52003,Johnson,Iowa City Fire Department,0:03,3,5/11/04,2004,620 S RIVERSIDE DR,IOWA CITY,111,Building fire,"620 S RIVERSIDE DR, IOWA CITY, Iowa",41.651808,-91.539668
52003,Johnson,Iowa City Fire Department,0:03,3,5/11/04,2004,620 S RIVERSIDE DR,IOWA CITY,111,Building fire,"620 S RIVERSIDE DR, IOWA CITY, Iowa",41.651808,-91.539668
52003,Johnson,Iowa City Fire Department,0:06,6,5/17/04,2004,412 S DODGE ST,IOWA CITY,111,Building fire,"412 S DODGE ST, IOWA CITY, Iowa",41.6561359,-91.525394
52003,Johnson,Iowa City Fire Department,0:03,3,5/28/04,2004,251 N CAPITOL ST,IOWA CITY,112,Fires in structure other than in a building,"251 N CAPITOL ST, IOWA CITY, Iowa",41.6586749,-91.5361668
52003,Johnson,Iowa City Fire Department,0:02,2,6/21/04,2004,251 N CAPITOL ST,IOWA CITY,111,Building fire,"251 N CAPITOL ST, IOWA CITY, Iowa",41.6586749,-91.5361668
52003,Johnson,Iowa City Fire Department,0:09,9,6/23/04,2004,200 E PARK RD,IOWA CITY,111,Building fire,"200 E PARK RD, IOWA CITY, Iowa",41.6728215,-91.5384041
52003,Johnson,Iowa City Fire Department,0:08,8,6/23/04,2004,200 E PARK RD,IOWA CITY,111,Building fire,"200 E PARK RD, IOWA CITY, Iowa",41.6728215,-91.5384041
52003,Johnson,Iowa City Fire Department,0:03,3,6/29/04,2004,1213 GILBERT CT,IOWA CITY,111,Building fire,"1213 GILBERT CT, IOWA CITY, Iowa",41.6475073,-91.5302981
52003,Johnson,Iowa City Fire Department,0:11,11,6/30/04,2004,716 E BURLINGTON ST Apt 13,IOWA CITY,111,Building fire,"716 E BURLINGTON ST Apt 13, IOWA CITY, Iowa",41.6581246,-91.5252484
52003,Johnson,Iowa City Fire Department,0:10,10,7/12/04,2004,2790 N DODGE ST,IOWA CITY,113,"Cooking fire, confined to container","2790 N DODGE ST, IOWA CITY, Iowa",41.6918793,-91.4971544
52003,Johnson,Iowa City Fire Department,0:05,5,7/13/04,2004,1205 LAURA DR,IOWA CITY,111,Building fire,"1205 LAURA DR, IOWA CITY, Iowa",41.684809,-91.543113
52003,Johnson,Iowa City Fire Department,0:03,3,7/20/04,2004,425 E JEFFERSON ST,IOWA CITY,111,Building fire,"425 E JEFFERSON ST, IOWA CITY, Iowa",41.66209,-91.529209
52003,Johnson,Iowa City Fire Department,0:08,8,7/26/04,2004,322 COURT ST PL,IOWA CITY,111,Building fire,"322 COURT ST PL, IOWA CITY, Iowa",41.657196,-91.5069432
52003,Johnson,Iowa City Fire Department,0:03,3,7/27/04,2004,425 E JEFFERSON ST,IOWA CITY,118,"Trash or rubbish fire, contained","425 E JEFFERSON ST, IOWA CITY, Iowa",41.66209,-91.529209
52003,Johnson,Iowa City Fire Department,0:04,4,7/28/04,2004,904 JUNIPER DR,IOWA CITY,113,"Cooking fire, confined to container","904 JUNIPER DR, IOWA CITY, Iowa",41.6505856,-91.4870063
52003,Johnson,Iowa City Fire Department,0:05,5,8/3/04,2004,100 BJAYSVILLE LN,IOWA CITY,111,Building fire,"100 BJAYSVILLE LN, IOWA CITY, Iowa",41.682644,-91.533885
52003,Johnson,Iowa City Fire Department,0:02,2,8/13/04,2004,609 WESTWINDS DR,IOWA CITY,111,Building fire,"609 WESTWINDS DR, IOWA CITY, Iowa",41.654115,-91.577944
52003,Johnson,Iowa City Fire Department,0:03,3,8/25/04,2004,414 S DUBUQUE ST,IOWA CITY,111,Building fire,"414 S DUBUQUE ST, IOWA CITY, Iowa",41.656079,-91.532721
52003,Johnson,Iowa City Fire Department,0:02,2,8/27/04,2004,2300 JESSUP CIR,IOWA CITY,111,Building fire,"2300 JESSUP CIR, IOWA CITY, Iowa",41.65485,-91.5718799
52003,Johnson,Iowa City Fire Department,0:05,5,9/12/04,2004,2121 S RIVERSIDE DR,IOWA CITY,111,Building fire,"2121 S RIVERSIDE DR, IOWA CITY, Iowa",41.63458,-91.5383955
52003,Johnson,Iowa City Fire Department,0:04,4,9/16/04,2004,914 S DODGE ST,IOWA CITY,111,Building fire,"914 S DODGE ST, IOWA CITY, Iowa",41.650056,-91.525753
52003,Johnson,Iowa City Fire Department,0:03,3,9/21/04,2004,610 MELROSE AV,IOWA CITY,118,"Trash or rubbish fire, contained","610 MELROSE AV, IOWA CITY, Iowa",41.6568838,-91.548108
52003,Johnson,Iowa City Fire Department,0:08,8,9/22/04,2004,1100 N DUBUQUE ST,IOWA CITY,113,"Cooking fire, confined to container","1100 N DUBUQUE ST, IOWA CITY, Iowa",41.6753039,-91.531609
52003,Johnson,Iowa City Fire Department,0:03,3,9/22/04,2004,6 S DUBUQUE ST,IOWA CITY,114,"Chimney or flue fire, confined to chimney or flue","6 S DUBUQUE ST, IOWA CITY, Iowa",41.6609483,-91.5328573
52003,Johnson,Iowa City Fire Department,0:04,4,9/23/04,2004,54 WEST SIDE DR,IOWA CITY,111,Building fire,"54 WEST SIDE DR, IOWA CITY, Iowa",41.638102,-91.565162
52003,Johnson,Iowa City Fire Department,0:03,3,9/25/04,2004,525 S JOHNSON ST Apt 2,IOWA CITY,113,"Cooking fire, confined to container","525 S JOHNSON ST Apt 2, IOWA CITY, Iowa",41.654506,-91.527734
52003,Johnson,Iowa City Fire Department,0:03,3,9/27/04,2004,2661 LAKESIDE DR,IOWA CITY,113,"Cooking fire, confined to container","2661 LAKESIDE DR, IOWA CITY, Iowa",41.634358,-91.497774
52003,Johnson,Iowa City Fire Department,0:00,0,9/29/04,2004,1100 ARTHUR ST Apt N-1,IOWA CITY,111,Building fire,"1100 ARTHUR ST Apt N-1, IOWA CITY, Iowa",41.648509,-91.4963761
52003,Johnson,Iowa City Fire Department,0:04,4,10/4/04,2004,601 HWY 6 W Apt Room B - 7E16,IOWA CITY,111,Building fire,"601 HWY 6 W Apt Room B - 7E16, IOWA CITY, Iowa",41.6611277,-91.5301683
52003,Johnson,Iowa City Fire Department,0:05,5,10/6/04,2004,1832 LOWER MUSCATINE RD,IOWA CITY,116,"Fuel burner/boiler malfunction, fire confined","1832 LOWER MUSCATINE RD, IOWA CITY, Iowa",41.6449201,-91.5077036
52003,Johnson,Iowa City Fire Department,0:04,4,10/7/04,2004,150 PADDOCK CIR,IOWA CITY,113,"Cooking fire, confined to container","150 PADDOCK CIR, IOWA CITY, Iowa",41.6274389,-91.4947102
52003,Johnson,Iowa City Fire Department,0:03,3,10/9/04,2004,2000 INDUSTRIAL PARK RD,IOWA CITY,112,Fires in structure other than in a building,"2000 INDUSTRIAL PARK RD, IOWA CITY, Iowa",41.6361062,-91.4948517
52003,Johnson,Iowa City Fire Department,0:04,4,10/11/04,2004,391 WILLOWIND PL,IOWA CITY,111,Building fire,"391 WILLOWIND PL, IOWA CITY, Iowa",41.65605,-91.57822
52003,Johnson,Iowa City Fire Department,0:03,3,10/20/04,2004,30 N DUBUQUE ST,IOWA CITY,111,Building fire,"30 N DUBUQUE ST, IOWA CITY, Iowa",41.662235,-91.5330724
52003,Johnson,Iowa City Fire Department,0:03,3,10/22/04,2004,315 E DAVENPORT ST Apt #1,IOWA CITY,111,Building fire,"315 E DAVENPORT ST Apt #1, IOWA CITY, Iowa",41.66546,-91.53091
52003,Johnson,Iowa City Fire Department,0:08,8,10/28/04,2004,214 E CHURCH ST,IOWA CITY,113,"Cooking fire, confined to container","214 E CHURCH ST, IOWA CITY, Iowa",41.66831,-91.532402
52003,Johnson,Iowa City Fire Department,0:03,3,10/29/04,2004,421 E FAIRCHILD ST,IOWA CITY,113,"Cooking fire, confined to container","421 E FAIRCHILD ST, IOWA CITY, Iowa",41.666549,-91.529133
52003,Johnson,Iowa City Fire Department,0:05,5,10/29/04,2004,447 N RIVERSIDE DR,IOWA CITY,113,"Cooking fire, confined to container","447 N RIVERSIDE DR, IOWA CITY, Iowa",41.6708038,-91.5403856
52003,Johnson,Iowa City Fire Department,0:04,4,11/3/04,2004,67 CONEFLOWER CT,IOWA CITY,111,Building fire,"67 CONEFLOWER CT, IOWA CITY, Iowa",41.631244,-91.49867
52003,Johnson,Iowa City Fire Department,0:04,4,11/7/04,2004,619 N JOHNSON ST,IOWA CITY,111,Building fire,"619 N JOHNSON ST, IOWA CITY, Iowa",41.668674,-91.527423
52003,Johnson,Iowa City Fire Department,0:03,3,11/7/04,2004,1925 I ST,IOWA CITY,113,"Cooking fire, confined to container","1925 I ST, IOWA CITY, Iowa",41.647379,-91.5067094
52003,Johnson,Iowa City Fire Department,0:05,5,1/13/05,2005,1080 S SCOTT BLVD Apt 103,IOWA CITY,113,"Cooking fire, confined to container","1080 S SCOTT BLVD Apt 103, IOWA CITY, Iowa",41.6488407,-91.4828573
52003,Johnson,Iowa City Fire Department,0:03,3,1/15/05,2005,210.5 E DAVENPORT ST,IOWA CITY,111,Building fire,"210.5 E DAVENPORT ST, IOWA CITY, Iowa",41.666027,-91.532527
52003,Johnson,Iowa City Fire Department,0:04,4,1/15/05,2005,913 DEWEY ST,IOWA CITY,113,"Cooking fire, confined to container","913 DEWEY ST, IOWA CITY, Iowa",41.671653,-91.522093
52003,Johnson,Iowa City Fire Department,0:02,2,1/17/05,2005,1611 W BENTON ST,IOWA CITY,111,Building fire,"1611 W BENTON ST, IOWA CITY, Iowa",41.6498149,-91.562444
52003,Johnson,Iowa City Fire Department,0:04,4,1/20/05,2005,811 E DAVENPORT ST,IOWA CITY,112,Fires in structure other than in a building,"811 E DAVENPORT ST, IOWA CITY, Iowa",41.6655673,-91.523583
52003,Johnson,Iowa City Fire Department,0:05,5,1/22/05,2005,24 LINCOLN AV Apt #23,IOWA CITY,113,"Cooking fire, confined to container","24 LINCOLN AV Apt #23, IOWA CITY, Iowa",41.664211,-91.550921
52003,Johnson,Iowa City Fire Department,0:02,2,1/24/05,2005,411 EMERALD ST Apt #17,IOWA CITY,113,"Cooking fire, confined to container","411 EMERALD ST Apt #17, IOWA CITY, Iowa",41.6544148,-91.5647623
52003,Johnson,Iowa City Fire Department,0:09,9,5/7/05,2005,1229 SHANNON DR Apt #104,IOWA CITY,113,"Cooking fire, confined to container","1229 SHANNON DR Apt #104, IOWA CITY, Iowa",41.64781,-91.582615
52003,Johnson,Iowa City Fire Department,0:08,8,5/9/05,2005,3100 E WASHINGTON ST,IOWA CITY,118,"Trash or rubbish fire, contained","3100 E WASHINGTON ST, IOWA CITY, Iowa",41.66234,-91.487643
52003,Johnson,Iowa City Fire Department,0:04,4,5/11/05,2005,2104 RUSSELL DR,IOWA CITY,111,Building fire,"2104 RUSSELL DR, IOWA CITY, Iowa",41.638382,-91.514415
52003,Johnson,Iowa City Fire Department,0:04,4,5/14/05,2005,700 STREB ST,IOWA CITY,113,"Cooking fire, confined to container","700 STREB ST, IOWA CITY, Iowa",41.651314,-91.558171
52003,Johnson,Iowa City Fire Department,0:04,4,5/14/05,2005,447 N RIVERSIDE DR,IOWA CITY,113,"Cooking fire, confined to container","447 N RIVERSIDE DR, IOWA CITY, Iowa",41.6708038,-91.5403856
52003,Johnson,Iowa City Fire Department,0:03,3,5/14/05,2005,2401 WHISPERING MEADOW DR,IOWA CITY,111,Building fire,"2401 WHISPERING MEADOW DR, IOWA CITY, Iowa",41.630045,-91.502131
52003,Johnson,Iowa City Fire Department,0:04,4,5/15/05,2005,2500 E HIGHWAY #6,IOWA CITY,111,Building fire,"2500 E HIGHWAY #6, IOWA CITY, Iowa",41.6352244,-91.5000773
52003,Johnson,Iowa City Fire Department,0:05,5,5/18/05,2005,223 N RIVERSIDE DR,IOWA CITY,111,Building fire,"223 N RIVERSIDE DR, IOWA CITY, Iowa",41.6663318,-91.5405742
52003,Johnson,Iowa City Fire Department,0:02,2,5/27/05,2005,422 E CHURCH ST,IOWA CITY,112,Fires in structure other than in a building,"422 E CHURCH ST, IOWA CITY, Iowa",41.6681158,-91.5290926
52003,Johnson,Iowa City Fire Department,0:03,3,5/27/05,2005,10 S CLINTON ST,IOWA CITY,113,"Cooking fire, confined to container","10 S CLINTON ST, IOWA CITY, Iowa",41.6608607,-91.5342869
52003,Johnson,Iowa City Fire Department,0:07,7,5/28/05,2005,320 S DUBUQUE ST Apt 308,IOWA CITY,113,"Cooking fire, confined to container","320 S DUBUQUE ST Apt 308, IOWA CITY, Iowa",41.6570266,-91.5327378
52003,Johnson,Iowa City Fire Department,0:05,5,5/30/05,2005,612 RENO ST,IOWA CITY,111,Building fire,"612 RENO ST, IOWA CITY, Iowa",41.668435,-91.518435
52003,Johnson,Iowa City Fire Department,0:03,3,6/12/05,2005,105 1ST AVE,CORALVILLE,111,Building fire,"105 1ST AVE, CORALVILLE, Iowa",41.6922801,-91.5664769
52003,Johnson,Iowa City Fire Department,0:01,1,6/13/05,2005,830 DOVER ST,IOWA CITY,113,"Cooking fire, confined to container","830 DOVER ST, IOWA CITY, Iowa",41.6513,-91.494563
52003,Johnson,Iowa City Fire Department,0:05,5,6/14/05,2005,2601 LAKESIDE DR Apt 1,IOWA CITY,111,Building fire,"2601 LAKESIDE DR Apt 1, IOWA CITY, Iowa",41.634358,-91.497774
52003,Johnson,Iowa City Fire Department,0:12,12,6/16/05,2005,2515 NEVADA AV,IOWA CITY,111,Building fire,"2515 NEVADA AV, IOWA CITY, Iowa",41.631516,-91.5025409
52003,Johnson,Iowa City Fire Department,0:02,2,6/17/05,2005,1006 E MARKET ST,IOWA CITY,111,Building fire,"1006 E MARKET ST, IOWA CITY, Iowa",41.663689,-91.520553
52003,Johnson,Iowa City Fire Department,0:03,3,6/24/05,2005,207 W BURLINGTON ST,IOWA CITY,112,Fires in structure other than in a building,"207 W BURLINGTON ST, IOWA CITY, Iowa",41.6574098,-91.5400565
52003,Johnson,Iowa City Fire Department,0:03,3,6/24/05,2005,207 W BURLINGTON ST,IOWA CITY,112,Fires in structure other than in a building,"207 W BURLINGTON ST, IOWA CITY, Iowa",41.6574098,-91.5400565
52003,Johnson,Iowa City Fire Department,0:06,6,6/28/05,2005,207 W BURLINGTON ST,IOWA CITY,112,Fires in structure other than in a building,"207 W BURLINGTON ST, IOWA CITY, Iowa",41.6574098,-91.5400565
52003,Johnson,Iowa City Fire Department,0:02,2,7/12/05,2005,2430 BRADFORD DR,IOWA CITY,113,"Cooking fire, confined to container","2430 BRADFORD DR, IOWA CITY, Iowa",41.6464324,-91.5000232
52003,Johnson,Iowa City Fire Department,0:03,3,7/14/05,2005,1445 BOYRUM ST,IOWA CITY,113,"Cooking fire, confined to container","1445 BOYRUM ST, IOWA CITY, Iowa",41.6450787,-91.5280846
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/15/05,2005,501 S JOHNSON ST,IOWA CITY,111,Building fire,"501 S JOHNSON ST, IOWA CITY, Iowa",41.655206,-91.527726
52003,Johnson,Iowa City Fire Department,0:03,3,7/16/05,2005,602 S DUBUQUE ST,IOWA CITY,111,Building fire,"602 S DUBUQUE ST, IOWA CITY, Iowa",41.6542596,-91.5329546
52003,Johnson,Iowa City Fire Department,0:03,3,7/26/05,2005,1408 ESTHER ST,IOWA CITY,111,Building fire,"1408 ESTHER ST, IOWA CITY, Iowa",41.644463,-91.49261
52003,Johnson,Iowa City Fire Department,0:07,7,7/28/05,2005,2523 CLEARWATER CT,IOWA CITY,113,"Cooking fire, confined to container","2523 CLEARWATER CT, IOWA CITY, Iowa",41.6495729,-91.576292
52003,Johnson,Iowa City Fire Department,0:03,3,7/30/05,2005,406 S GILBERT ST,IOWA CITY,111,Building fire,"406 S GILBERT ST, IOWA CITY, Iowa",41.6561864,-91.5300156
52003,Johnson,Iowa City Fire Department,0:03,3,11/1/05,2005,330 S DODGE ST,IOWA CITY,111,Building fire,"330 S DODGE ST, IOWA CITY, Iowa",41.656944,-91.5253819
52003,Johnson,Iowa City Fire Department,0:02,2,11/9/05,2005,742 KESWICK DR,IOWA CITY,111,Building fire,"742 KESWICK DR, IOWA CITY, Iowa",41.6525139,-91.568397
52003,Johnson,Iowa City Fire Department,0:05,5,12/3/05,2005,1540 PLUM ST,IOWA CITY,111,Building fire,"1540 PLUM ST, IOWA CITY, Iowa",41.643765,-91.521632
52003,Johnson,Iowa City Fire Department,0:05,5,12/6/05,2005,226 CAYMAN ST,IOWA CITY,113,"Cooking fire, confined to container","226 CAYMAN ST, IOWA CITY, Iowa",41.658488,-91.483204
52003,Johnson,Iowa City Fire Department,0:04,4,12/7/05,2005,1906 BROADWAY ST Apt #6,IOWA CITY,113,"Cooking fire, confined to container","1906 BROADWAY ST Apt #6, IOWA CITY, Iowa",41.640869,-91.519432
52003,Johnson,Iowa City Fire Department,0:03,3,12/13/05,2005,500 E MARKET ST,IOWA CITY,113,"Cooking fire, confined to container","500 E MARKET ST, IOWA CITY, Iowa",41.664111,-91.528407
52003,Johnson,Iowa City Fire Department,0:04,4,12/26/05,2005,28 HUNTERS CT,IOWA CITY,111,Building fire,"28 HUNTERS CT, IOWA CITY, Iowa",41.646732,-91.5917599
52003,Johnson,Iowa City Fire Department,0:04,4,12/29/05,2005,203 MYRTLE AV Apt 217,IOWA CITY,113,"Cooking fire, confined to container","203 MYRTLE AV Apt 217, IOWA CITY, Iowa",41.653075,-91.541529
52003,Johnson,Iowa City Fire Department,0:05,5,12/30/05,2005,15 SILVERCREST PL,IOWA CITY,111,Building fire,"15 SILVERCREST PL, IOWA CITY, Iowa",41.647781,-91.481759
52003,Johnson,Iowa City Fire Department,0:04,4,1/9/06,2006,240 S MADISON ST,IOWA CITY,113,"Cooking fire, confined to container","240 S MADISON ST, IOWA CITY, Iowa",41.6585946,-91.5377
52003,Johnson,Iowa City Fire Department,0:06,6,1/10/06,2006,949 EVERGREEN CT,IOWA CITY,111,Building fire,"949 EVERGREEN CT, IOWA CITY, Iowa",41.673495,-91.496095
52003,Johnson,Iowa City Fire Department,0:09,9,1/16/06,2006,1022 CAMBRIA CT,IOWA CITY,113,"Cooking fire, confined to container","1022 CAMBRIA CT, IOWA CITY, Iowa",41.647374,-91.57185
52003,Johnson,Iowa City Fire Department,0:02,2,1/27/06,2006,320 E WASHINGTON ST,IOWA CITY,113,"Cooking fire, confined to container","320 E WASHINGTON ST, IOWA CITY, Iowa",41.6603942,-91.5310564
52003,Johnson,Iowa City Fire Department,0:04,4,1/31/06,2006,2 AMBER LN,IOWA CITY,111,Building fire,"2 AMBER LN, IOWA CITY, Iowa",41.633251,-91.506662
52003,Johnson,Iowa City Fire Department,0:05,5,2/7/06,2006,1903 MORNINGSIDE DR,IOWA CITY,111,Building fire,"1903 MORNINGSIDE DR, IOWA CITY, Iowa",41.658693,-91.508993
52003,Johnson,Iowa City Fire Department,0:02,2,2/7/06,2006,1302 E BLOOMINGTON ST,IOWA CITY,111,Building fire,"1302 E BLOOMINGTON ST, IOWA CITY, Iowa",41.6649,-91.516957
52003,Johnson,Iowa City Fire Department,0:04,4,2/14/06,2006,938 COTTONWOOD AVE,IOWA CITY,111,Building fire,"938 COTTONWOOD AVE, IOWA CITY, Iowa",41.645316,-91.521339
52003,Johnson,Iowa City Fire Department,0:04,4,3/3/06,2006,426 W HIGHWAY #1,IOWA CITY,111,Building fire,"426 W HIGHWAY #1, IOWA CITY, Iowa",41.6578554,-91.5298041
52003,Johnson,Iowa City Fire Department,0:04,4,3/10/06,2006,1905 KEOKUK ST,IOWA CITY,118,"Trash or rubbish fire, contained","1905 KEOKUK ST, IOWA CITY, Iowa",41.6431497,-91.524329
52003,Johnson,Iowa City Fire Department,0:04,4,3/26/06,2006,525 S LUCAS ST,IOWA CITY,111,Building fire,"525 S LUCAS ST, IOWA CITY, Iowa",41.654787,-91.52475
52003,Johnson,Iowa City Fire Department,0:04,4,3/26/06,2006,525 S LUCAS ST,IOWA CITY,111,Building fire,"525 S LUCAS ST, IOWA CITY, Iowa",41.654787,-91.52475
52003,Johnson,Iowa City Fire Department,0:03,3,3/29/06,2006,2501 BRADFORD DR,IOWA CITY,118,"Trash or rubbish fire, contained","2501 BRADFORD DR, IOWA CITY, Iowa",41.6452236,-91.4997897
52003,Johnson,Iowa City Fire Department,0:04,4,3/30/06,2006,1956 BROADWAY ST,IOWA CITY,113,"Cooking fire, confined to container","1956 BROADWAY ST, IOWA CITY, Iowa",41.639821,-91.519674
52003,Johnson,Iowa City Fire Department,0:03,3,4/9/06,2006,2428 BITTERSWEET CT,IOWA CITY,111,Building fire,"2428 BITTERSWEET CT, IOWA CITY, Iowa",41.650339,-91.575131
52003,Johnson,Iowa City Fire Department,0:11,11,4/13/06,2006,2340 HEINZ RD,IOWA CITY,111,Building fire,"2340 HEINZ RD, IOWA CITY, Iowa",41.6355888,-91.4873988
52003,Johnson,Iowa City Fire Department,0:04,4,4/18/06,2006,200 HAWKINS DR,IOWA CITY,111,Building fire,"200 HAWKINS DR, IOWA CITY, Iowa",41.6594594,-91.5479919
52003,Johnson,Iowa City Fire Department,0:03,3,4/19/06,2006,521 S DODGE ST,IOWA CITY,111,Building fire,"521 S DODGE ST, IOWA CITY, Iowa",41.654509,-91.526089
52003,Johnson,Iowa City Fire Department,0:03,3,4/19/06,2006,521 S DODGE ST,IOWA CITY,111,Building fire,"521 S DODGE ST, IOWA CITY, Iowa",41.654509,-91.526089
52003,Johnson,Iowa City Fire Department,0:02,2,4/27/06,2006,924 E WASHINGTON ST Apt 2,IOWA CITY,113,"Cooking fire, confined to container","924 E WASHINGTON ST Apt 2, IOWA CITY, Iowa",41.6602724,-91.5217544
52003,Johnson,Iowa City Fire Department,0:04,4,4/29/06,2006,928 MAIDEN LN,IOWA CITY,111,Building fire,"928 MAIDEN LN, IOWA CITY, Iowa",41.6503087,-91.5304076
52003,Johnson,Iowa City Fire Department,0:03,3,4/29/06,2006,210 S CLINTON ST,IOWA CITY,111,Building fire,"210 S CLINTON ST, IOWA CITY, Iowa",41.658557,-91.534298
52003,Johnson,Iowa City Fire Department,0:04,4,5/8/06,2006,2143 KOUNTRY LN,IOWA CITY,111,Building fire,"2143 KOUNTRY LN, IOWA CITY, Iowa",41.619926,-91.5054
52003,Johnson,Iowa City Fire Department,0:04,4,5/16/06,2006,5 WASHINGTON PL,IOWA CITY,111,Building fire,"5 WASHINGTON PL, IOWA CITY, Iowa",41.659746,-91.516136
52003,Johnson,Iowa City Fire Department,0:02,2,5/19/06,2006,802 BENTON DR Apt 11,IOWA CITY,118,"Trash or rubbish fire, contained","802 BENTON DR Apt 11, IOWA CITY, Iowa",41.649754,-91.551681
52003,Johnson,Iowa City Fire Department,0:02,2,5/26/06,2006,320 GRAND AV,IOWA CITY,111,Building fire,"320 GRAND AV, IOWA CITY, Iowa",41.6584797,-91.5440457
52003,Johnson,Iowa City Fire Department,0:02,2,5/30/06,2006,200 HAWKINS DR,IOWA CITY,111,Building fire,"200 HAWKINS DR, IOWA CITY, Iowa",41.6594594,-91.5479919
52003,Johnson,Iowa City Fire Department,0:03,3,6/1/06,2006,927 DUCK CREEK DR,IOWA CITY,111,Building fire,"927 DUCK CREEK DR, IOWA CITY, Iowa",41.649115,-91.592513
52003,Johnson,Iowa City Fire Department,0:06,6,6/11/06,2006,34 AMBER LN,IOWA CITY,111,Building fire,"34 AMBER LN, IOWA CITY, Iowa",41.6309479,-91.505613
52003,Johnson,Iowa City Fire Department,0:03,3,6/14/06,2006,1009 DOVER ST,IOWA CITY,111,Building fire,"1009 DOVER ST, IOWA CITY, Iowa",41.649259,-91.494273
52003,Johnson,Iowa City Fire Department,0:05,5,6/16/06,2006,2515 INDEPENDENCE RD,IOWA CITY,115,"Incinerator overload or malfunction, fire confined","2515 INDEPENDENCE RD, IOWA CITY, Iowa",41.634349,-91.478464
52003,Johnson,Iowa City Fire Department,0:03,3,6/18/06,2006,57 AMBER LN,IOWA CITY,111,Building fire,"57 AMBER LN, IOWA CITY, Iowa",41.632736,-91.505598
52003,Johnson,Iowa City Fire Department,0:06,6,6/30/06,2006,907 RUNDELL ST,IOWA CITY,111,Building fire,"907 RUNDELL ST, IOWA CITY, Iowa",41.6503137,-91.5139496
52003,Johnson,Iowa City Fire Department,0:05,5,7/5/06,2006,524 E CHURCH ST,IOWA CITY,111,Building fire,"524 E CHURCH ST, IOWA CITY, Iowa",41.668267,-91.527547
52003,Johnson,Iowa City Fire Department,0:03,3,7/7/06,2006,334 FINKBINE LA Apt 4,IOWA CITY,111,Building fire,"334 FINKBINE LA Apt 4, IOWA CITY, Iowa",41.655329,-91.572625
52003,Johnson,Iowa City Fire Department,0:05,5,7/7/06,2006,220 HAWKINS DR,IOWA CITY,111,Building fire,"220 HAWKINS DR, IOWA CITY, Iowa",41.6574319,-91.5498971
