GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2013 Total","2016 Total"
142040600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","K AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.14,"","","","","","","",0,0
142040600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040601100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040601400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040601500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142040601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.044,"","","","","","","",0,0
142040700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.098,"","","","","","","",0,0
142040700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.098,"","","","","","","",0,0
142040700700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142040700800000,"CITY PROPERTY",EXEMPT,VACANT,"ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142040700900000,"CITY PROPERTY",EXEMPT,"PAVING ONLY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.646,"","","","","","","",0,0
142040701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.044,"","","","","","","",0,0
142040701100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142040701400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142040701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142040701600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040701900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040800400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","","",0,0
142040800500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","","",0,0
142040800600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","","",0,0
142040800700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","","",0,0
142040800800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","","",0,0
142040800900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.051,"","","","","","","",0,0
142040801000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.054,"","","","","","","",0,0
142040801200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.067,"","","","","","","",0,0
142040801300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.032,"","","","","","","",0,0
142040801500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.059,"","","","","","","",0,0
142040801600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.068,"","","","","","","",0,0
142040801700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.051,"","","","","","","",0,0
142040901700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142040901800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.082,"","","","","","","",0,0
142040902200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142041000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.153,"","","","","","","",0,0
142041000300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142041000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.294,"","","","","","","",0,0
142041000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142041000700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142041000900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142041001000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142041001200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142041001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142041001500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.121,"","","","","","","",0,0
142042600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142042600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142042601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043000100000,"CITY PROPERTY",EXEMPT,"PAVING ONLY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","","","",0,0
142043000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043000500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043001100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043001200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142043001800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.097,"","","","","","","",0,0
142043001900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","","","",0,0
142043101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043400400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142043400900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.1175,"","","","","","","",0,0
142043401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142043401400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142045501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142045502000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.083,"","","","","","","",0,0
142046400100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142047600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047601100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142047601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.045,"","","","","","","",0,0
142047601400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.09,"","","","","","","",0,0
142047700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.05,"","","","","","","",0,0
142047700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.071,"","","","","","","",0,0
142047700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142047900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.065,"","","","","","","",0,0
142047900500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.13,"","","","","","","",0,0
142047900700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.041,"","","","","","","",0,0
142047900800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.046,"","","","","","","",0,0
142047901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.083,"","","","","","","",0,0
142047901400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.108,"","","","","","","",0,0
142048000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.257,"","","","","","","",0,0
142048000200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048000300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.135,"","","","","","","",0,0
142048000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.122,"","","","","","","",0,0
142048000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048000800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.068,"","","","","","","",0,0
142048001100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048001200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048001300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048001500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","","",0,0
142048001600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048001700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142048001800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142048101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142048101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142048101400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","","",0,0
142048101500000,"CITY PROPERTY",EXEMPT,"VACANT STRP OF LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.032,"","","","","","","",0,0
142048200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.083,"","","","","","","",0,0
142048300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","","",0,0
142048300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.078,"","","","","","","",0,0
142048300900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142048301000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","","",0,0
142048301100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","F AVE NW","CEDAR RAPIDS CITY OF",1.019,"","","","","","","",0,0
142048301200000,"CITY PROPERTY",EXEMPT,"PART OF ALLEY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.0092,"","","","","","","",0,0
142048600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600600000,"CITY PROPERTY",EXEMPT,"VACANT LOT","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600700000,"CITY PROPERTY",EXEMPT,"VACANT LOT","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142048600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142048601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","","",0,0
142048601100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
142048601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","","",0,0
142048601500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.045,"","","","","","","",0,0
142048601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.043,"","","","","","","",0,0
142048601700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.044,"","","","","","","",0,0
142048601800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142048601900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142048700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048700600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142048701200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142048701300000,"CITY PROPERTY",EXEMPT,"VAC LOT","E AVE NW","CEDAR RAPIDS CITY OF",1.1487,"","","","","","","",0,0
142048701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.043,"","","","","","","",0,0
142048701700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.049,"","","","","","","",0,0
142048701800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.036,"","","","","","","",0,0
142048701900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.294,"","","","","","","",0,0
142048702000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.049,"","","","","","","",0,0
142117700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NE","CEDAR RAPIDS CITY OF",0.0104,"","","","","","","",0,0
142125100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142125200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L AVE NW","CEDAR RAPIDS CITY OF",0.236,"","","","","","","",0,0
142135400100000,"CITY PROPERTY",EXEMPT,"SOUVENIR INC.","F AVE NW","CEDAR RAPIDS CITY OF",1.68,"","","","","","","",0,0
142137700600000,"CITY PROPERTY",EXEMPT,"US CELLULAR/CONVENTION CENTER","1ST AVE NE","CEDAR RAPIDS CITY OF",4.16,"","","","","","","",0,0
142137700602000,HOTEL,COMMERCIAL,"DOUBLE TREE HOTEL-TAXABLE PORTION-BLL","1ST AVE NE","CEDAR RAPIDS CITY OF","","","","","","Hotel / Motel",1978,185799,11187309,14650800
142138000100000,"CITY PROPERTY",EXEMPT,"PARK WITH 5 SEASONS STATUE","VACANT LAND NE","CEDAR RAPIDS CITY OF",2.598,"","","","","","","",0,0
142140502000000,"CITY PROPERTY",EXEMPT,ALLEY,"VACANT LAND NE","CEDAR RAPIDS CITY OF",0.011,"","","","","","","",0,0
142140800900000,"CITY PROPERTY",EXEMPT,"FIRE STATION 1ST AVE SE","1ST AVE SE","CEDAR RAPIDS CITY OF",1.03,"","","","","","","",0,0
142140801000000,"CITY PROPERTY",EXEMPT,"FIRE STATION 1ST AVE SE","2ND AVE SE","CEDAR RAPIDS CITY OF",1.03,"","","","","","","",0,0
142145500200000,"CITY PROPERTY",EXEMPT,"US CELLULAR PARKING STRUCTURE","VACANT LAND NE","CEDAR RAPIDS CITY OF",0.7713,"","","","","","","",0,0
142145500300000,"CITY PROPERTY",EXEMPT,"US CELLULAR PARKING STRUCTURE","VACANT LAND NE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142145900100000,"CITY PROPERTY",EXEMPT,"ART MUSEUM","3RD AVE SE","CEDAR RAPIDS CITY OF",0.7713,"","","","","","","",0,0
142145900500000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.386,"","","","","","","",0,0
142146000100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2893,"","","","","","","",0,0
142146000200000,"CITY PROPERTY",EXEMPT,"CITY PARKING RAMP","1ST AVE SE","CEDAR RAPIDS CITY OF",0.3214,"","","","","","","",0,0
142146000300000,"CITY PROPERTY",EXEMPT,"IOWA THEATRE BUILDING PARKING","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2571,"","","","","","","",0,0
142146001200000,"CITY PROPERTY",EXEMPT,"CITY PARKING RAMP","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.02,"","","","","","","",0,0
142146001300000,"CITY PROPERTY",EXEMPT,"CITY PARKING RAMP","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.02,"","","","","","","",0,0
142146001400000,"CITY PROPERTY",EXEMPT,"CITY PARKING RAMP","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.01,"","","","","","","",0,0
142146001500000,"CITY PROPERTY",EXEMPT,"CITY PARKING RAMP","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.01,"","","","","","","",0,0
142146100100000,"CITY PROPERTY",EXEMPT,"GREEN SQUARE PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",4.132,"","","","","","","",0,0
142220500100000,"CITY PROPERTY",EXEMPT,"CENTRAL PARK","B AVE NE","CEDAR RAPIDS CITY OF",0.2185,"","","","","","","",0,0
142221301100000,"CITY PROPERTY",EXEMPT,DRIVEWAY,"VACANT LAND NE","CEDAR RAPIDS CITY OF",0.012,"","","","","","","",0,0
142223000800000,"CITY PROPERTY",EXEMPT,DRIVEWAY,"VACANT LAND NE","CEDAR RAPIDS CITY OF",0.064,"","","","","","","",0,0
142227800100000,"CITY PROPERTY",EXEMPT,"REDMOND PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",1.23,"","","","","","","",0,0
142228200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.15,"","","","","","","",0,0
142235202100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SE","CEDAR RAPIDS CITY OF",0.0367,"","","","","","","",0,0
142235600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.077,"","","","","","","",0,0
142235600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.047,"","","","","","","",0,0
142240500100000,"CITY PROPERTY",EXEMPT,"ANDERSON PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.98,"","","","","","","",0,0
142240601000000,"CITY PROPERTY",EXEMPT,"FAIRVIEW PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.34,"","","","","","","",0,0
142248201000000,"CITY PROPERTY",EXEMPT,"AMBROZ REC CENTER","MT VERNON RD SE","CEDAR RAPIDS CITY OF",3.284,"","","","","","","",0,0
142312600100000,"CITY PROPERTY",EXEMPT,"BEVER PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",10.04,"","","","","","","",0,0
142312600200000,"CITY PROPERTY",EXEMPT,"BEVER PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",70.0,"","","","","","","",0,0
142337802700000,"CITY PROPERTY",EXEMPT,"FIRE STATION #6","MT VERNON RD SE","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
142412600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",5.54,"","","","","","","",0,0
142433001200000,"CITY PROPERTY",EXEMPT,SIDEWALK,"VACANT LAND SE","CEDAR RAPIDS CITY OF",0.181,"","","","","","","",0,0
