GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2012 Land Res,2012 Land Comm,2012 Land Total,2012 Dwlg,2012 Improv,2012 Total
142637700300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,9.65,,,,,,,,,0,0,0,0,0,0
142637700400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.46,,,,,,,,,0,0,0,0,0,0
142715500800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.64,,,,,,,,,0,0,0,0,0,0
142715501200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,0,0
142715600700000,,Exempt,CITY PROPERTY,1602,15TH AVE SE,CEDAR RAPIDS CITY OF,1.08,,,,,,,,,0,0,0,0,0,0
142715700100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.793,,,,,,,,,0,0,0,0,0,0
142717600100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,47.77,,,,,,,,,0,0,0,0,0,0
142720100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,3.0,,,,,,,,,0,0,0,0,0,0
142720200400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.128,,,,,,,,,0,0,0,0,0,0
142720202200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142720302100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.052,,,,,,,,,0,0,0,0,0,0
142720302200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.067,,,,,,,,,0,0,0,0,0,0
142720302300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.026,,,,,,,,,0,0,0,0,0,0
142720402700000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,,0,0,0,0,0,0
142720602600000,,Exempt,CITY PROPERTY,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.08,Single-Family,1 Story Frame,1890-01-01,888.0,,,,,0,0,0,0,0,0
142720700900000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142720702500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142723200900000,,Exempt,CITY PROPERTY,922,8TH ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142724000300000,,Exempt,CITY PROPERTY,621,9TH AVE SE,CEDAR RAPIDS CITY OF,0.085,Single-Family,2 Story Frame,1890-01-01,1920.0,,,,,0,0,0,0,0,0
142724000400000,,Exempt,CITY PROPERTY,617,9TH AVE SE,CEDAR RAPIDS CITY OF,0.096,Single-Family,1 1/2 Story Frame,1914-01-01,972.4,,,,,0,0,0,0,0,0
142724001100000,,Exempt,CITY PROPERTY,912,6TH ST SE,CEDAR RAPIDS CITY OF,0.063,,,,,,,,,0,0,0,0,0,0
142725100800000,,Exempt,CITY PROPERTY,1118,7TH ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142725300300000,,Exempt,CITY PROPERTY,512,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142725600200000,,Exempt,CITY PROPERTY,513,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142725600300000,,Exempt,CITY PROPERTY,1002,5TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0
142725600600000,,Exempt,CITY PROPERTY,1028,5TH ST SE,CEDAR RAPIDS CITY OF,0.129,Single-Family,Salvage,1900-01-01,888.0,,,,,0,0,0,0,0,0
142725700100000,VACANT BLDG,Exempt,CITY PROPERTY,629,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0671,,,,,Shop,1931,7001-01-01,,0,0,0,0,0,0
142725700200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,,,0,0,0,0,0,0
142725700300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.8494,,,,,,,,,0,0,0,0,0,0
142725700600000,,Exempt,CITY PROPERTY,1203,7TH ST SE,CEDAR RAPIDS CITY OF,0.068,Single-Family,1 Story Frame,1890-01-01,704.0,,,,,0,0,0,0,0,0
142725900100000,,Exempt,CITY PROPERTY,400,12TH AVE SE,CEDAR RAPIDS CITY OF,4.8324,,,,,,,,,0,0,0,0,0,0
142726000800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.97,,,,,,,,,0,0,0,0,0,0
142726100300000,,Exempt,CITY PROPERTY,1231,5TH ST SE,CEDAR RAPIDS CITY OF,0.197,,,,,,,,,0,0,0,0,0,0
142726100700000,,Exempt,CITY PROPERTY,1217,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,,0,0,0,0,0,0
142726100800000,,Exempt,CITY PROPERTY,1215,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,,0,0,0,0,0,0
142726101000000,,Exempt,CITY PROPERTY,1209,5TH ST SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,,,0,0,0,0,0,0
142726101100000,,Exempt,CITY PROPERTY,1207,5TH ST SE,CEDAR RAPIDS CITY OF,0.06,,,,,,,,,0,0,0,0,0,0
142726101200000,,Exempt,CITY PROPERTY,1205,5TH ST SE,CEDAR RAPIDS CITY OF,0.056,,,,,,,,,0,0,0,0,0,0
142726101300000,,Exempt,CITY PROPERTY,1201,5TH ST SE,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0
142726101400000,,Exempt,CITY PROPERTY,415,12TH AVE SE,CEDAR RAPIDS CITY OF,3.5958,,,,,,,,,0,0,0,0,0,0
142727700400000,,Exempt,CITY PROPERTY,1248,10TH ST SE,CEDAR RAPIDS CITY OF,0.771,,,,,,,,,0,0,0,0,0,0
142727700500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.841,,,,,,,,,0,0,0,0,0,0
142727700700000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.125,,,,,,,,,0,0,0,0,0,0
142727700800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.7,,,,,,,,,0,0,0,0,0,0
142727800100000,BENDER POOL,Exempt,CITY PROPERTY,940,14TH AVE SE,CEDAR RAPIDS CITY OF,1.736,,,,,,,,,0,0,0,0,0,0
142728200800000,,Exempt,CITY PROPERTY,908,16TH AVE SE,CEDAR RAPIDS CITY OF,0.261,,,,,,,,,0,0,0,0,0,0
142728300500000,,Exempt,CITY PROPERTY,915,16TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142728300700000,,Exempt,CITY PROPERTY,903,16TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142730300500000,,Exempt,CITY PROPERTY,906,17TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142730300600000,EASTSIDE BAR AND GRILL/WRECKED,Exempt,CITY PROPERTY,1616,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0
142730300700000,EASTSIDE BAR AND GRILL(PARKING,Exempt,CITY PROPERTY,900,17TH AVE SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0
142730301000000,,Exempt,CITY PROPERTY,916,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142730400300000,,Exempt,CITY PROPERTY,923,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142730400400000,,Exempt,CITY PROPERTY,919,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142730700300000,,Exempt,CITY PROPERTY,929,HULL AVE SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142732701200000,,Exempt,CITY PROPERTY,1302,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142732701300000,,Exempt,CITY PROPERTY,1306,3RD ST SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,,,0,0,0,0,0,0
142732701600000,,Exempt,CITY PROPERTY,1239,4TH ST SE,CEDAR RAPIDS CITY OF,0.219,,,,,,,,,0,0,0,0,0,0
142732702200000,,Exempt,CITY PROPERTY,1221,4TH ST SE,CEDAR RAPIDS CITY OF,0.09,,,,,,,,,0,0,0,0,0,0
142732800100000,OLD FARMSTEAD SITE/ 3 BLDGS REMAIN,Exempt,CITY PROPERTY,1600,3RD ST SE,CEDAR RAPIDS CITY OF,30.25,,,,,Warehouse,1920,1064-01-01,,0,0,0,0,0,0
142732800600000,PARKING LOT,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2066,,,,,,,,,0,0,0,0,0,0
142732801000000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2066,,,,,,,,,0,0,0,0,0,0
142732801200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1,,,,,,,,,0,0,0,0,0,0
142732900100000,,Exempt,CITY PROPERTY,1301,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,Two-Family Conversion,Salvage,1880-01-01,682.0,,,,,0,0,0,0,0,0
142732900200000,,Exempt,CITY PROPERTY,1305,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142733001300000,,Exempt,CITY PROPERTY,1442,2ND ST SE,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142733001400000,,Exempt,CITY PROPERTY,1446,2ND ST SE,CEDAR RAPIDS CITY OF,0.103,Single-Family,Salvage,1910-01-01,902.0,,,,,0,0,0,0,0,0
142733001600000,,Exempt,CITY PROPERTY,1450,2ND ST SE,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142733001700000,,Exempt,CITY PROPERTY,1452,2ND ST SE,CEDAR RAPIDS CITY OF,0.155,Detached Structures Only,,1948-01-01,,,,,,0,0,0,0,0,0
142733001800000,,Exempt,CITY PROPERTY,1456,2ND ST SE,CEDAR RAPIDS CITY OF,0.069,Single-Family,Salvage,1890-01-01,900.0,,,,,0,0,0,0,0,0
142733001900000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,,,0,0,0,0,0,0
142733100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.121,,,,,,,,,0,0,0,0,0,0
142733100200000,,Exempt,CITY PROPERTY,1459,2ND ST SE,CEDAR RAPIDS CITY OF,0.101,Single-Family,Salvage,1888-01-01,640.0,,,,,0,0,0,0,0,0
142733100300000,,Exempt,CITY PROPERTY,1457,2ND ST SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142733100400000,,Exempt,CITY PROPERTY,1453,2ND ST SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142733100500000,,Exempt,CITY PROPERTY,1449,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,Single-Family,Salvage,1898-01-01,612.0,,,,,0,0,0,0,0,0
142733100600000,,Exempt,CITY PROPERTY,1445,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142733100700000,,Exempt,CITY PROPERTY,1443,2ND ST SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142733100800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142733100900000,RON TIETGE AUTO REPAIR,Exempt,CITY PROPERTY,1437,2ND ST SE,CEDAR RAPIDS CITY OF,0.1286,,,,,Metal Shop - Pole Frame,1973,1440-01-01,,0,0,0,0,0,0
142733101100000,,Exempt,CITY PROPERTY,1429,2ND ST SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142733101200000,,Exempt,CITY PROPERTY,1425,2ND ST SE,CEDAR RAPIDS CITY OF,0.106,,,,,,,,,0,0,0,0,0,0
142733101300000,,Exempt,CITY PROPERTY,1421,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,,,0,0,0,0,0,0
142733101400000,,Exempt,CITY PROPERTY,1417,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,,,0,0,0,0,0,0
142733101500000,,Exempt,CITY PROPERTY,1413,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,,,0,0,0,0,0,0
142733101600000,AIR FILTER SALES(PARKING)NV,Exempt,CITY PROPERTY,123,15TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,,0,0,0,0,0,0
142733101700000,ASPHALT PARKING LOT,Exempt,CITY PROPERTY,119,15TH AVE SE,CEDAR RAPIDS CITY OF,0.0735,,,,,,,,,0,0,0,0,0,0
142733101900000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.545,,,,,,,,,0,0,0,0,0,0
142733102000000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,5.302,,,,,,,,,0,0,0,0,0,0
142733200100000,APARTMENTS/STORAGE,Exempt,CITY PROPERTY,131,14TH AVE SE,CEDAR RAPIDS CITY OF,0.163,,,,,Store - Retail Small,1890,5933-01-01,,0,0,0,0,0,0
142735100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,5.3,,,,,,,,,0,0,0,0,0,0
142735200100000,"BROULK PAINT, INC.",Exempt,CITY PROPERTY,2210,A ST SW,CEDAR RAPIDS CITY OF,0.831,,,,,Office - General,1969,4714-01-01,,0,0,0,0,0,0
142735300300000,,Exempt,CITY PROPERTY,35,21ST AVE SW,CEDAR RAPIDS CITY OF,0.148,,,,,,,,,0,0,0,0,0,0
142735300400000,,Exempt,CITY PROPERTY,39,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142735300500000,,Exempt,CITY PROPERTY,43,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142735300600000,,Exempt,CITY PROPERTY,47,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Detached Structures Only,Salvage,1912-01-01,,,,,,0,0,0,0,0,0
142735300700000,,Exempt,CITY PROPERTY,30,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,,,0,0,0,0,0,0
142735400200000,,Exempt,CITY PROPERTY,2024,A ST SW,CEDAR RAPIDS CITY OF,0.063,Detached Structures Only,,1938-01-01,,,,,,0,0,0,0,0,0
142735400400000,,Exempt,CITY PROPERTY,57,20TH AVE SW,CEDAR RAPIDS CITY OF,0.161,Single-Family,Salvage,1920-01-01,1084.0,,,,,0,0,0,0,0,0
142735400600000,,Exempt,CITY PROPERTY,69,20TH AVE SW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142735400700000,,Exempt,CITY PROPERTY,62,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142735400800000,,Exempt,CITY PROPERTY,58,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Single-Family,Salvage,1915-01-01,663.0,,,,,0,0,0,0,0,0
142735400900000,,Exempt,CITY PROPERTY,54,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Single-Family,Salvage,1890-01-01,653.0,,,,,0,0,0,0,0,0
142735401000000,,Exempt,CITY PROPERTY,50,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Single-Family,Salvage,1939-01-01,652.0,,,,,0,0,0,0,0,0
142735401100000,,Exempt,CITY PROPERTY,44,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Detached Structures Only,,1955-01-01,,,,,,0,0,0,0,0,0
142735401200000,,Exempt,CITY PROPERTY,40,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142735401300000,,Exempt,CITY PROPERTY,38,21ST AVE SW,CEDAR RAPIDS CITY OF,0.054,,,,,,,,,0,0,0,0,0,0
142737600100000,,Exempt,CITY PROPERTY,2250,A ST SW,CEDAR RAPIDS CITY OF,0.35,,,,,,,,,0,0,0,0,0,0
142810500400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.028,,,,,,,,,0,0,0,0,0,0
142810501100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
142812600400000,,Exempt,CITY PROPERTY,401,4TH AVE SE,CEDAR RAPIDS CITY OF,1.9284,,,,,,,,,0,0,0,0,0,0
142812700600000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.698,,,,,,,,,0,0,0,0,0,0
142812900100000,,Exempt,CITY PROPERTY,349,4TH AVE SE,CEDAR RAPIDS CITY OF,1.8,,,,,,,,,0,0,0,0,0,0
142813100102000,,Exempt,CITY PROPERTY,305,2ND ST SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
142813100400000,,Exempt,CITY PROPERTY,312,1ST ST SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,0,0
142813100700000,,Exempt,CITY PROPERTY,126,4TH AVE SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,0,0
142813100800000,,Exempt,CITY PROPERTY,321,2ND ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0
142813100900000,LEASED LAND FOR THEATRE,Commercial,VACANT LAND,0,VACANT LAND SE,CEDAR RAPIDS CITY OF (LESSEE),0.639,,,,,,,,,0,225504,225504,0,0,225504
142813100904000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
142813101000000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1377,,,,,,,,,0,0,0,0,0,0
142813101200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0037,,,,,,,,,0,0,0,0,0,0
142813101300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,,,0,0,0,0,0,0
142813300400000,,Exempt,CITY PROPERTY,201,4TH AVE SE,CEDAR RAPIDS CITY OF,1.652,,,,,,,,,0,0,0,0,0,0
142813300500000,,Exempt,CITY PROPERTY,145,4TH AVE SE,CEDAR RAPIDS CITY OF,3.805,,,,,,,,,0,0,0,0,0,0
142815200100000,PARKING,Exempt,CITY PROPERTY,601,2ND ST SE,CEDAR RAPIDS CITY OF,0.964,,,,,,,,,0,0,0,0,0,0
142815300100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142815300300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.18,,,,,,,,,0,0,0,0,0,0
142815600100000,,Exempt,CITY PROPERTY,105,8TH AVE SE,CEDAR RAPIDS CITY OF,0.579,,,,,,,,,0,0,0,0,0,0
142815600300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.1019,,,,,,,,,0,0,0,0,0,0
142815700100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.8329,,,,,,,,,0,0,0,0,0,0
142815800100000,,Exempt,CITY PROPERTY,41,7TH AVE SW,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
142815800200000,,Exempt,CITY PROPERTY,40,8TH AVE SW,CEDAR RAPIDS CITY OF,0.7314,,,,,,,,,0,0,0,0,0,0
142817600400000,,Exempt,CITY PROPERTY,904,5TH ST SE,CEDAR RAPIDS CITY OF,0.037,,,,,,,,,0,0,0,0,0,0
142817600500000,,Exempt,CITY PROPERTY,908,5TH ST SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,,,0,0,0,0,0,0
142817600700000,,Exempt,CITY PROPERTY,916,5TH ST SE,CEDAR RAPIDS CITY OF,0.083,,,,,,,,,0,0,0,0,0,0
142818500700000,BROSH CHAPEL,Exempt,CITY PROPERTY,1020,3RD ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,Warehouse,1925,1680-01-01,,0,0,0,0,0,0
142818500800000,BROSH CHAPEL,Exempt,CITY PROPERTY,1028,3RD ST SE,CEDAR RAPIDS CITY OF,0.2893,,,,,Funeral Home,1942,5295-01-01,,0,0,0,0,0,0
142818700100000,,Exempt,CITY PROPERTY,327,11TH AVE SE,CEDAR RAPIDS CITY OF,1.171,,,,,Metal Warehouse - Steel Frame,1974,2080-01-01,,0,0,0,0,0,0
142818700200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,0,0
142818700300000,VACANT HEINZ COMPANY,Exempt,CITY PROPERTY,309,11TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142818700400000,,Exempt,CITY PROPERTY,1114,3RD ST SE,CEDAR RAPIDS CITY OF,0.386,,,,,,,,,0,0,0,0,0,0
142818700500000,,Exempt,CITY PROPERTY,1120,3RD ST SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142818700600000,HEINZ COMPANY(FENCE/PAVING),Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.145,,,,,,,,,0,0,0,0,0,0
142818700700000,HEINZ COMPANY(FENCE/PAVING),Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,,0,0,0,0,0,0
142818800400000,,Exempt,CITY PROPERTY,1008,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142818800500000,,Exempt,CITY PROPERTY,1012,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
142818800600000,,Exempt,CITY PROPERTY,1018,2ND ST SE,CEDAR RAPIDS CITY OF,0.193,Single-Family,Salvage,1910-01-01,940.0,,,,,0,0,0,0,0,0
142818800700000,,Exempt,CITY PROPERTY,1024,2ND ST SE,CEDAR RAPIDS CITY OF,0.085,,,,,,,,,0,0,0,0,0,0
142818800800000,,Exempt,CITY PROPERTY,208,11TH AVE SE,CEDAR RAPIDS CITY OF,0.107,Single-Family,1 Story Frame,2006-01-01,1047.0,,,,,0,0,0,0,0,0
142820300100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.295,,,,,,,,,0,0,0,0,0,0
142820400100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.4,,,,,,,,,0,0,0,0,0,0
142820500100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.97,,,,,,,,,0,0,0,0,0,0
142820600100000,ASBY'S SHOE REPAIR,Exempt,CITY PROPERTY,109,3RD AVE SE,CEDAR RAPIDS CITY OF,0.1656,,,,,,,,,0,0,0,0,0,0
142820600200000,SIEGELS / VACANT OFFICES,Exempt,CITY PROPERTY,101,3RD AVE SE,CEDAR RAPIDS CITY OF,0.2201,,,,,,,,,0,0,0,0,0,0
142820900100000,,Exempt,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.93,,,,,,,,,0,0,0,0,0,0
142822600100000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.38,,,,,,,,,0,0,0,0,0,0
142822700100000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.6683,,,,,,,,,0,0,0,0,0,0
142822800100000,KATERING KITCHENS,Exempt,CITY PROPERTY,130,1ST ST NW,CEDAR RAPIDS CITY OF,0.1125,,,,,Manufacturing (Light),1938,,,0,0,0,0,0,0
142822800200000,,Exempt,CITY PROPERTY,117,A AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,,,0,0,0,0,0,0
142822800300000,,Exempt,CITY PROPERTY,127,A AVE NW,CEDAR RAPIDS CITY OF,0.065,,,,,,,,,0,0,0,0,0,0
142822800500000,,Exempt,CITY PROPERTY,123,2ND ST NW,CEDAR RAPIDS CITY OF,0.0506,Single-Family,1 Story Frame,1900-01-01,768.0,,,,,0,0,0,0,0,0
142822800800000,CITGO,Exempt,CITY PROPERTY,100,1ST AVE NW,CEDAR RAPIDS CITY OF,0.5785,,,,,Store - Convenience,1971,9601-01-01,,0,0,0,0,0,0
142822800900000,MAUTZ,Exempt,CITY PROPERTY,118,1ST ST NW,CEDAR RAPIDS CITY OF,0.2732,,,,,Store - Retail Small,1932,,,0,0,0,0,0,0
142822801000000,,Exempt,CITY PROPERTY,125,2ND ST NW,CEDAR RAPIDS CITY OF,0.039,,,,,,,,,0,0,0,0,0,0
142822900100000,GARAGE ONLY,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.2277,,,,,,,,,0,0,0,0,0,0
142822900300000,PAVING ONLY,Exempt,CITY PROPERTY,208,1ST AVE NW,CEDAR RAPIDS CITY OF,1.2872,,,,,,,,,0,0,0,0,0,0
142823000100000,,Exempt,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.791,,,,,,,,,0,0,0,0,0,0
142823100100000,FIRST CORPRATE PLACE/APTS,Exempt,CITY PROPERTY,100,1ST ST SW,CEDAR RAPIDS CITY OF,1.1582,,,,,Office - General + Apartment,1915,2001-01-01,,0,0,0,0,0,0
142823100200000,PAVING ONLY,Exempt,CITY PROPERTY,117,1ST AVE SW,CEDAR RAPIDS CITY OF,0.0918,,,,,,,,,0,0,0,0,0,0
142823100300000,PAVING ONLY,Exempt,CITY PROPERTY,123,1ST AVE SW,CEDAR RAPIDS CITY OF,0.0918,,,,,,,,,0,0,0,0,0,0
142823100400000,JOHNSTON-POTTERFIELD-NATHANSON,Exempt,CITY PROPERTY,129,1ST AVE SW,CEDAR RAPIDS CITY OF,0.1102,,,,,,,,,0,0,0,0,0,0
142823100500000,PAVING ONLY,Exempt,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0413,,,,,,,,,0,0,0,0,0,0
142823100600000,PAVING & FENCE ONLY,Exempt,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,,0,0,0,0,0,0
