GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
132423300900000,NW 345,RESIDENTIAL,1600,0,1600,0,0,1600
132423301000000,NW 345,RESIDENTIAL,2100,0,2100,0,0,2100
132423400100000,NW 345,RESIDENTIAL,32200,0,32200,177000,0,209200
132423400200000,NW 345,RESIDENTIAL,34000,0,34000,189400,0,223400
132423400300000,NW 345,RESIDENTIAL,36000,0,36000,189200,0,225200
132423400400000,NW 345,RESIDENTIAL,36000,0,36000,192100,0,228100
132423400600000,NW 345,RESIDENTIAL,3700,0,3700,0,0,3700
132423400700000,NW 345,RESIDENTIAL,1800,0,1800,0,0,1800
132423400800000,NW 345,RESIDENTIAL,1300,0,1300,0,0,1300
132423400900000,NW 345,RESIDENTIAL,1400,0,1400,0,0,1400
132423401000000,NW 345,RESIDENTIAL,1300,0,1300,0,0,1300
132425100200000,NW 345,RESIDENTIAL,31700,0,31700,143500,0,175200
132425100300000,NW 345,RESIDENTIAL,30700,0,30700,156800,0,187500
132425100400000,NW 345,RESIDENTIAL,33900,0,33900,140800,0,174700
132425100500000,NW 345,RESIDENTIAL,37200,0,37200,148000,0,185200
132425100600000,NW 345,RESIDENTIAL,29500,0,29500,137900,0,167400
132425100700000,NW 345,RESIDENTIAL,36000,0,36000,205400,0,241400
132425100800000,NW 345,RESIDENTIAL,23300,0,23300,158400,0,181700
132425100900000,NW 345,RESIDENTIAL,27000,0,27000,163700,0,190700
132425101000000,NW 345,RESIDENTIAL,35000,0,35000,159700,0,194700
132425101100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132425200200000,NW 345,RESIDENTIAL,33500,0,33500,138000,0,171500
132425300200000,NW 345,RESIDENTIAL,42500,0,42500,161800,0,204300
132425300300000,NW 345,RESIDENTIAL,33000,0,33000,150000,0,183000
132425300400000,NW 345,RESIDENTIAL,33500,0,33500,139500,0,173000
132425300500000,NW 345,RESIDENTIAL,49900,0,49900,165100,0,215000
132425300800000,NW 345,RESIDENTIAL,37000,0,37000,140400,0,177400
132425300900000,NW 345,RESIDENTIAL,33600,0,33600,149000,0,182600
132425301000000,NW 345,RESIDENTIAL,32200,0,32200,194800,0,227000
132425301100000,NW 345,RESIDENTIAL,40200,0,40200,210500,0,250700
132425301200000,NW 345,RESIDENTIAL,40200,0,40200,178600,0,218800
132425301400000,NW 345,RESIDENTIAL,43800,0,43800,184300,0,228100
132425301500000,NW 345,RESIDENTIAL,38000,0,38000,182000,0,220000
132425301600000,NW 345,RESIDENTIAL,38900,0,38900,182000,0,220900
132425301700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132425301800000,NW 345,RESIDENTIAL,34700,0,34700,161900,0,196600
132425301900000,NW 345,RESIDENTIAL,25500,0,25500,153900,0,179400
132425302000000,NW 345,RESIDENTIAL,25500,0,25500,137900,0,163400
132425302100000,NW 345,RESIDENTIAL,25500,0,25500,140300,0,165800
132425302200000,NW 345,RESIDENTIAL,25500,0,25500,140300,0,165800
132425302300000,NW 345,RESIDENTIAL,25500,0,25500,139500,0,165000
132425302400000,NW 345,RESIDENTIAL,25300,0,25300,140300,0,165600
132425302500000,NW 345,RESIDENTIAL,25300,0,25300,140600,0,165900
132425302600000,NW 345,RESIDENTIAL,25300,0,25300,151600,0,176900
132425302700000,NW 345,RESIDENTIAL,25300,0,25300,149400,0,174700
132425302800000,NW 345,RESIDENTIAL,25300,0,25300,109700,0,135000
132425302900000,NW 345,RESIDENTIAL,25000,0,25000,102500,0,127500
132425303000000,NW 345,RESIDENTIAL,25000,0,25000,107400,0,132400
132425303100000,NW 345,RESIDENTIAL,25000,0,25000,109700,0,134700
132425303200000,NW 345,RESIDENTIAL,25000,0,25000,109700,0,134700
132425303300000,NW 345,RESIDENTIAL,25000,0,25000,109800,0,134800
132425303400000,NW 345,RESIDENTIAL,24800,0,24800,109700,0,134500
132425303500000,NW 345,RESIDENTIAL,33600,0,33600,169200,0,202800
132425303600000,NW 345,RESIDENTIAL,32000,0,32000,172900,0,204900
132425303700000,NW 345,RESIDENTIAL,32300,0,32300,169600,0,201900
132425303800000,NW 345,RESIDENTIAL,32300,0,32300,182900,0,215200
132425303900000,NW 345,RESIDENTIAL,33300,0,33300,186100,0,219400
132425304000000,NW 345,RESIDENTIAL,32300,0,32300,4200,0,36500
132425304100000,NW 345,RESIDENTIAL,10200,0,10200,0,0,10200
132425304200000,NW 345,RESIDENTIAL,3100,0,3100,0,0,3100
132425400100000,NW 345,RESIDENTIAL,34600,0,34600,159000,0,193600
132425400200000,NW 345,RESIDENTIAL,34600,0,34600,137000,0,171600
132425400300000,NW 345,RESIDENTIAL,34600,0,34600,137400,0,172000
132425400400000,NW 345,RESIDENTIAL,34900,0,34900,143600,0,178500
132425400500000,NW 345,RESIDENTIAL,34900,0,34900,160400,0,195300
132425400600000,NW 345,RESIDENTIAL,34900,0,34900,137000,0,171900
132425400700000,NW 345,RESIDENTIAL,34900,0,34900,157700,0,192600
132425400800000,NW 345,RESIDENTIAL,35200,0,35200,152600,0,187800
132425400900000,NW 345,RESIDENTIAL,35200,0,35200,133100,0,168300
132425401000000,NW 345,RESIDENTIAL,35200,0,35200,147800,0,183000
132425401100000,NW 345,RESIDENTIAL,34600,0,34600,129600,0,164200
132425500100000,NW 345,RESIDENTIAL,33300,0,33300,150900,0,184200
132425500200000,NW 345,RESIDENTIAL,34400,0,34400,153300,0,187700
132425500300000,NW 345,RESIDENTIAL,31700,0,31700,135400,0,167100
132425500400000,NW 345,RESIDENTIAL,31700,0,31700,133300,0,165000
132425500500000,NW 345,RESIDENTIAL,31700,0,31700,135400,0,167100
132425500600000,NW 345,RESIDENTIAL,31700,0,31700,137400,0,169100
132425500700000,NW 345,RESIDENTIAL,31700,0,31700,157300,0,189000
132425500800000,NW 345,RESIDENTIAL,31700,0,31700,153800,0,185500
132425500900000,NW 345,RESIDENTIAL,31700,0,31700,160400,0,192100
132425501000000,NW 345,RESIDENTIAL,31700,0,31700,163800,0,195500
132425501100000,NW 345,RESIDENTIAL,31700,0,31700,156600,0,188300
132425501200000,NW 345,RESIDENTIAL,31700,0,31700,146900,0,178600
132425501300000,NW 345,RESIDENTIAL,32900,0,32900,152600,0,185500
132425501400000,NW 345,RESIDENTIAL,33300,0,33300,152400,0,185700
132425501500000,NW 345,RESIDENTIAL,33300,0,33300,135400,0,168700
132425501600000,NW 345,RESIDENTIAL,33300,0,33300,136200,0,169500
132425501700000,NW 345,RESIDENTIAL,33300,0,33300,145100,0,178400
132425501800000,NW 345,RESIDENTIAL,33300,0,33300,136000,0,169300
132425501900000,NW 345,RESIDENTIAL,33300,0,33300,145600,0,178900
132425502000000,NW 345,RESIDENTIAL,33300,0,33300,135400,0,168700
132425502100000,NW 345,RESIDENTIAL,33300,0,33300,146500,0,179800
132425502200000,NW 345,RESIDENTIAL,33300,0,33300,152200,0,185500
132425600100000,NW 345,RESIDENTIAL,36500,0,36500,139300,0,175800
132425600300000,NW 345,RESIDENTIAL,33200,0,33200,122200,0,155400
132425600400000,NW 345,RESIDENTIAL,33200,0,33200,132500,0,165700
132425600500000,NW 345,RESIDENTIAL,33200,0,33200,145500,0,178700
132425600600000,NW 345,RESIDENTIAL,33200,0,33200,150900,0,184100
132425600700000,NW 345,RESIDENTIAL,33200,0,33200,157600,0,190800
132425600800000,NW 345,RESIDENTIAL,33200,0,33200,152800,0,186000
132425600900000,NW 345,RESIDENTIAL,33200,0,33200,152600,0,185800
132425601000000,NW 345,RESIDENTIAL,33200,0,33200,137900,0,171100
132425601100000,NW 345,RESIDENTIAL,33200,0,33200,150100,0,183300
132425601200000,NW 345,RESIDENTIAL,33200,0,33200,150000,0,183200
132425601300000,NW 345,RESIDENTIAL,35000,0,35000,148700,0,183700
132425601400000,NW 345,RESIDENTIAL,33300,0,33300,171300,0,204600
132425601500000,NW 345,RESIDENTIAL,33200,0,33200,164000,0,197200
132425601600000,NW 345,RESIDENTIAL,33200,0,33200,161300,0,194500
132425601700000,NW 345,RESIDENTIAL,33200,0,33200,145000,0,178200
132425601800000,NW 345,RESIDENTIAL,33200,0,33200,154600,0,187800
132425601900000,NW 345,RESIDENTIAL,33200,0,33200,164300,0,197500
132425602000000,NW 345,RESIDENTIAL,33200,0,33200,143600,0,176800
132425602100000,NW 345,RESIDENTIAL,33200,0,33200,172800,0,206000
132425602200000,NW 345,RESIDENTIAL,33200,0,33200,170400,0,203600
132425602300000,NW 345,RESIDENTIAL,33200,0,33200,173000,0,206200
132425602400000,NW 345,RESIDENTIAL,33200,0,33200,146400,0,179600
132425700400000,NW 345,RESIDENTIAL,37400,0,37400,194500,0,231900
132425700500000,NW 345,RESIDENTIAL,37400,0,37400,177100,0,214500
132425700600000,NW 345,RESIDENTIAL,37400,0,37400,132600,0,170000
132425700700000,NW 345,RESIDENTIAL,37400,0,37400,175200,0,212600
132425700800000,NW 345,RESIDENTIAL,37400,0,37400,170000,0,207400
132425700900000,NW 345,RESIDENTIAL,37400,0,37400,213000,0,250400
132425701000000,NW 345,RESIDENTIAL,37400,0,37400,213800,0,251200
132425701100000,NW 345,RESIDENTIAL,37400,0,37400,182800,0,220200
132425701200000,NW 345,RESIDENTIAL,37400,0,37400,181500,0,218900
132425701300000,NW 345,RESIDENTIAL,37400,0,37400,166400,0,203800
132425701400000,NW 345,RESIDENTIAL,37400,0,37400,223900,0,261300
132425701700000,NW 345,RESIDENTIAL,24000,0,24000,152300,0,176300
132425701800000,NW 345,RESIDENTIAL,24000,0,24000,137300,0,161300
132425701900000,NW 345,RESIDENTIAL,24000,0,24000,152100,0,176100
132425702000000,NW 345,RESIDENTIAL,24000,0,24000,150500,0,174500
132425702100000,NW 345,RESIDENTIAL,24000,0,24000,136600,0,160600
132425702200000,NW 345,RESIDENTIAL,24000,0,24000,152300,0,176300
132425702300000,NW 345,RESIDENTIAL,24000,0,24000,168100,0,192100
132425702400000,NW 345,RESIDENTIAL,24000,0,24000,140300,0,164300
132425702500000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425702600000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425702700000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425702800000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425702900000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425703000000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425703100000,NW 345,RESIDENTIAL,24000,0,24000,148900,0,172900
132425703200000,NW 345,RESIDENTIAL,24000,0,24000,153500,0,177500
132425703300000,NW 345,RESIDENTIAL,22900,0,22900,147900,0,170800
132425800100000,NW 345,RESIDENTIAL,35100,0,35100,149900,0,185000
132425800200000,NW 345,RESIDENTIAL,36600,0,36600,154500,0,191100
132427600100000,NW 337,RESIDENTIAL,39200,0,39200,88500,0,127700
132427600200000,NW 337,RESIDENTIAL,27000,0,27000,42200,0,69200
132427600300000,NW 337,RESIDENTIAL,31600,0,31600,131800,0,163400
132427600400000,NW 337,RESIDENTIAL,31600,0,31600,137700,0,169300
132427600500000,NW 337,RESIDENTIAL,33600,0,33600,161600,0,195200
132427600600000,NW 337,RESIDENTIAL,34000,0,34000,75900,0,109900
132427600800000,NW 337,RESIDENTIAL,35300,0,35300,103700,0,139000
132427600900000,NW 337,RESIDENTIAL,35300,0,35300,162500,0,197800
132427601000000,NW 337,RESIDENTIAL,35300,0,35300,72900,0,108200
132427601100000,NW 337,RESIDENTIAL,21200,0,21200,0,0,21200
132427601200000,NW 337,RESIDENTIAL,35300,0,35300,109700,0,145000
132427601300000,NW 337,RESIDENTIAL,35300,0,35300,112000,0,147300
132427601400000,NW 337,RESIDENTIAL,35300,0,35300,79900,0,115200
132427601500000,NW 337,RESIDENTIAL,35300,0,35300,84700,0,120000
132427601600000,NW 337,RESIDENTIAL,32300,0,32300,109300,0,141600
132427700100000,NW 337,RESIDENTIAL,39800,0,39800,67500,0,107300
132427700200000,NW 337,RESIDENTIAL,29500,0,29500,104800,0,134300
132427700300000,NW 337,RESIDENTIAL,32800,0,32800,75200,0,108000
132427700400000,NW 337,RESIDENTIAL,32800,0,32800,139300,0,172100
132427700500000,NW 337,RESIDENTIAL,32800,0,32800,103900,0,136700
132427700600000,NW 337,RESIDENTIAL,32800,0,32800,141500,0,174300
132427700700000,NW 337,RESIDENTIAL,29000,0,29000,163500,0,192500
132427700800000,NW 337,RESIDENTIAL,21400,0,21400,71200,0,92600
132427700900000,NW 337,RESIDENTIAL,27500,0,27500,123900,0,151400
132427701000000,NW 337,RESIDENTIAL,28000,0,28000,101800,0,129800
132427701100000,NW 337,RESIDENTIAL,28000,0,28000,85500,0,113500
132427701200000,NW 337,RESIDENTIAL,28000,0,28000,97800,0,125800
132427701300000,NW 337,RESIDENTIAL,28000,0,28000,72300,0,100300
132427701500000,NW 337,RESIDENTIAL,28000,0,28000,119400,0,147400
132427701600000,NW 337,RESIDENTIAL,28000,0,28000,89700,0,117700
132427701700000,NW 337,RESIDENTIAL,28000,0,28000,92900,0,120900
132427701800000,NW 337,RESIDENTIAL,28000,0,28000,107700,0,135700
132427701900000,NW 337,RESIDENTIAL,27600,0,27600,81900,0,109500
132427702000000,NW 337,RESIDENTIAL,28700,0,28700,96600,0,125300
132427702100000,NW 337,RESIDENTIAL,28700,0,28700,76400,0,105100
132427702200000,NW 337,RESIDENTIAL,27600,0,27600,86000,0,113600
132427702300000,NW 337,RESIDENTIAL,28000,0,28000,90300,0,118300
132427702400000,NW 337,RESIDENTIAL,28000,0,28000,116000,0,144000
132427702500000,NW 337,RESIDENTIAL,28000,0,28000,98700,0,126700
132427702600000,NW 337,RESIDENTIAL,28000,0,28000,113600,0,141600
132427702700000,NW 337,RESIDENTIAL,19900,0,19900,132600,0,152500
132427702800000,NW 337,RESIDENTIAL,22500,0,22500,112300,0,134800
132427800100000,NW 337,RESIDENTIAL,30900,0,30900,92700,0,123600
132427800200000,NW 337,RESIDENTIAL,31000,0,31000,52000,0,83000
132427800300000,NW 337,RESIDENTIAL,35000,0,35000,134800,0,169800
132427800400000,NW 337,RESIDENTIAL,35000,0,35000,122200,0,157200
132427800500000,NW 337,RESIDENTIAL,35000,0,35000,136600,0,171600
132427800600000,NW 337,RESIDENTIAL,35000,0,35000,127200,0,162200
132427800700000,NW 337,RESIDENTIAL,28000,0,28000,0,0,28000
132427800800000,NW 337,RESIDENTIAL,35000,0,35000,65900,0,100900
132430100100000,NW 337,RESIDENTIAL,34300,0,34300,87300,0,121600
132430100200000,NW 337,RESIDENTIAL,37600,0,37600,65000,0,102600
132430100300000,NW 337,RESIDENTIAL,32400,0,32400,108700,0,141100
132430100400000,NW 337,RESIDENTIAL,29700,0,29700,130700,0,160400
132430100500000,NW 337,RESIDENTIAL,27000,0,27000,133600,0,160600
132430100600000,NW 337,RESIDENTIAL,22200,0,22200,0,0,22200
132430100700000,NW 337,RESIDENTIAL,23700,0,23700,0,0,23700
132430100800000,NW 337,RESIDENTIAL,25100,0,25100,57700,0,82800
132430100900000,NW 337,RESIDENTIAL,34900,0,34900,69400,0,104300
132430101000000,NW 337,RESIDENTIAL,23500,0,23500,129600,0,153100
132430101100000,NW 337,RESIDENTIAL,24400,0,24400,91900,0,116300
132430101200000,NW 337,RESIDENTIAL,18900,0,18900,104800,0,123700
132430101300000,NW 337,RESIDENTIAL,35000,0,35000,149600,0,184600
132430200100000,NW 337,RESIDENTIAL,49600,0,49600,114600,0,164200
132430200200000,NW 337,RESIDENTIAL,16300,0,16300,102700,0,119000
132430200300000,NW 337,RESIDENTIAL,39500,0,39500,79100,0,118600
132430200400000,NW 337,RESIDENTIAL,71300,0,71300,72100,0,143400
132430200600000,NW 337,RESIDENTIAL,63900,0,63900,105300,0,169200
132430200700000,NW 345,RESIDENTIAL,38200,0,38200,122600,0,160800
132430200800000,NW 345,RESIDENTIAL,35700,0,35700,121000,0,156700
132430200900000,NW 345,RESIDENTIAL,35700,0,35700,145000,0,180700
132430201000000,NW 345,RESIDENTIAL,35700,0,35700,119200,0,154900
132430201100000,NW 345,RESIDENTIAL,24300,0,24300,156800,0,181100
132430201200000,NW 345,RESIDENTIAL,24300,0,24300,171100,0,195400
132430201300000,NW 345,RESIDENTIAL,24400,0,24400,146100,0,170500
132430201400000,NW 345,RESIDENTIAL,25200,0,25200,136500,0,161700
132430201500000,NW 345,RESIDENTIAL,27400,0,27400,148200,0,175600
132430201600000,NW 345,RESIDENTIAL,28000,0,28000,115600,0,143600
132430201700000,NW 345,RESIDENTIAL,27400,0,27400,184300,0,211700
132430201800000,NW 345,RESIDENTIAL,24500,0,24500,166600,0,191100
132430201900000,NW 345,RESIDENTIAL,24300,0,24300,155800,0,180100
132430202000000,NW 345,RESIDENTIAL,24300,0,24300,159400,0,183700
132430202100000,NW 345,RESIDENTIAL,1200,0,1200,0,0,1200
132430300200000,NW 337,RESIDENTIAL,35800,0,35800,99500,0,135300
132430300300000,NW 337,RESIDENTIAL,25600,0,25600,104800,0,130400
132430300400000,NW 337,RESIDENTIAL,25600,0,25600,135300,0,160900
132430300500000,NW 337,RESIDENTIAL,34700,0,34700,114600,0,149300
132430300700000,NW 337,RESIDENTIAL,34700,0,34700,104700,0,139400
132430300800000,NW 337,RESIDENTIAL,34700,0,34700,100300,0,135000
132430300900000,NW 337,RESIDENTIAL,34700,0,34700,94100,0,128800
132430301000000,NW 337,RESIDENTIAL,28600,0,28600,68300,0,96900
132430301100000,NW 337,RESIDENTIAL,36000,0,36000,82500,0,118500
132430301200000,NW 337,RESIDENTIAL,34700,0,34700,114900,0,149600
132430301300000,NW 337,RESIDENTIAL,34700,0,34700,107100,0,141800
132430301400000,NW 337,RESIDENTIAL,34700,0,34700,92700,0,127400
132430301500000,NW 337,RESIDENTIAL,34700,0,34700,71000,0,105700
132430301600000,NW 337,RESIDENTIAL,34700,0,34700,96300,0,131000
132430301700000,NW 337,RESIDENTIAL,34700,0,34700,180400,0,215100
132430301800000,NW 337,RESIDENTIAL,29400,0,29400,97500,0,126900
132430301900000,NW 337,RESIDENTIAL,25600,0,25600,63200,0,88800
132430302100000,NW 337,RESIDENTIAL,25600,0,25600,146400,0,172000
132430302200000,NW 337,RESIDENTIAL,55800,0,55800,0,0,55800
132430302300000,NW 337,RESIDENTIAL,55800,0,55800,102500,0,158300
132432600100000,NW 345,RESIDENTIAL,36900,0,36900,128500,0,165400
132432600200000,NW 345,RESIDENTIAL,37900,0,37900,136600,0,174500
132432600300000,NW 345,RESIDENTIAL,39800,0,39800,144200,0,184000
132432600400000,NW 345,RESIDENTIAL,36700,0,36700,142200,0,178900
132432600500000,NW 345,RESIDENTIAL,34600,0,34600,158300,0,192900
132432600600000,NW 345,RESIDENTIAL,32200,0,32200,153500,0,185700
132432600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132432600800000,NW 345,RESIDENTIAL,33700,0,33700,158800,0,192500
132432600900000,NW 345,RESIDENTIAL,34700,0,34700,154000,0,188700
132432601000000,NW 345,RESIDENTIAL,39500,0,39500,131500,0,171000
132432601100000,NW 345,RESIDENTIAL,41300,0,41300,160800,0,202100
132432601200000,NW 345,RESIDENTIAL,40300,0,40300,144000,0,184300
132432601300000,NW 345,RESIDENTIAL,36700,0,36700,128800,0,165500
132432601400000,NW 345,RESIDENTIAL,36300,0,36300,139500,0,175800
132432700100000,NW 345,RESIDENTIAL,32600,0,32600,160700,0,193300
132432700200000,NW 345,RESIDENTIAL,31700,0,31700,123300,0,155000
132432700300000,NW 345,RESIDENTIAL,32000,0,32000,133400,0,165400
132432700400000,NW 345,RESIDENTIAL,33800,0,33800,138600,0,172400
132432700500000,NW 345,RESIDENTIAL,33500,0,33500,143800,0,177300
132432700600000,NW 345,RESIDENTIAL,33700,0,33700,132300,0,166000
132432800100000,NW 345,RESIDENTIAL,33200,0,33200,160600,0,193800
132432800200000,NW 345,RESIDENTIAL,33200,0,33200,132800,0,166000
132432800300000,NW 345,RESIDENTIAL,35400,0,35400,147600,0,183000
132432800400000,NW 345,RESIDENTIAL,35400,0,35400,128200,0,163600
132432800500000,NW 345,RESIDENTIAL,35600,0,35600,157300,0,192900
132432801100000,NW 345,RESIDENTIAL,33500,0,33500,132300,0,165800
132432801200000,NW 345,RESIDENTIAL,33200,0,33200,168100,0,201300
132432801300000,NW 345,RESIDENTIAL,33200,0,33200,155000,0,188200
132432801400000,NW 345,RESIDENTIAL,35200,0,35200,189400,0,224600
132432801500000,NW 345,RESIDENTIAL,33400,0,33400,155400,0,188800
132432801600000,NW 345,RESIDENTIAL,34000,0,34000,163700,0,197700
132432801800000,NW 345,RESIDENTIAL,30400,0,30400,148300,0,178700
132432801900000,NW 345,RESIDENTIAL,38200,0,38200,128900,0,167100
132432900200000,NW 345,RESIDENTIAL,34600,0,34600,134500,0,169100
132432901000000,NW 345,RESIDENTIAL,37400,0,37400,183000,0,220400
132432901100000,NW 345,RESIDENTIAL,37400,0,37400,176600,0,214000
132432901200000,NW 345,RESIDENTIAL,37400,0,37400,179100,0,216500
132432901300000,NW 345,RESIDENTIAL,35900,0,35900,171500,0,207400
132432901500000,NW 345,RESIDENTIAL,37700,0,37700,130200,0,167900
132432901600000,NW 345,RESIDENTIAL,23300,0,23300,159800,0,183100
132432901700000,NW 345,RESIDENTIAL,23800,0,23800,140000,0,163800
132432901800000,NW 345,RESIDENTIAL,24000,0,24000,151000,0,175000
132432901900000,NW 345,RESIDENTIAL,24000,0,24000,149600,0,173600
132432902000000,NW 345,RESIDENTIAL,24000,0,24000,150500,0,174500
132433000100000,NW 345,RESIDENTIAL,32500,0,32500,150000,0,182500
132433000200000,NW 345,RESIDENTIAL,30500,0,30500,135400,0,165900
132433000300000,NW 345,RESIDENTIAL,27900,0,27900,130000,0,157900
132433000400000,NW 345,RESIDENTIAL,29500,0,29500,131600,0,161100
132433000500000,NW 345,RESIDENTIAL,31700,0,31700,117700,0,149400
132433000600000,NW 345,RESIDENTIAL,29600,0,29600,117700,0,147300
132433000700000,NW 345,RESIDENTIAL,28300,0,28300,118300,0,146600
132433000800000,NW 345,RESIDENTIAL,27200,0,27200,111400,0,138600
132433000900000,NW 345,RESIDENTIAL,24800,0,24800,107600,0,132400
132433001000000,NW 345,RESIDENTIAL,24800,0,24800,109700,0,134500
132433001100000,NW 345,RESIDENTIAL,24800,0,24800,119500,0,144300
132433100100000,NW 326,RESIDENTIAL,69800,0,69800,88500,0,158300
132433100200000,NW 326,AG LAND,4500,0,4500,0,0,4500
132435100100000,NW 326,RESIDENTIAL,30200,0,30200,126500,0,156700
132435100200000,NW 326,RESIDENTIAL,26200,0,26200,78000,0,104200
132435100300000,NW 326,RESIDENTIAL,30100,0,30100,102000,0,132100
132435100400000,NW 326,RESIDENTIAL,32800,0,32800,111800,0,144600
132435100500000,NW 326,RESIDENTIAL,27800,0,27800,107500,0,135300
132435100600000,NW 326,RESIDENTIAL,31100,0,31100,121500,0,152600
132435100700000,NW 326,RESIDENTIAL,25900,0,25900,115400,0,141300
132435100800000,NW 326,RESIDENTIAL,28100,0,28100,108600,0,136700
132435100900000,NW 326,RESIDENTIAL,27600,0,27600,96200,0,123800
132435101000000,NW 326,RESIDENTIAL,29700,0,29700,85500,0,115200
132435101100000,NW 326,RESIDENTIAL,28700,0,28700,104500,0,133200
132435101200000,NW 326,RESIDENTIAL,28900,0,28900,103700,0,132600
132435101300000,NW 326,RESIDENTIAL,26700,0,26700,117800,0,144500
132435101400000,NW 326,RESIDENTIAL,27700,0,27700,102300,0,130000
132435101500000,NW 326,RESIDENTIAL,26500,0,26500,97000,0,123500
132435101600000,NW 326,RESIDENTIAL,30500,0,30500,118400,0,148900
132435101700000,NW 326,RESIDENTIAL,30500,0,30500,108300,0,138800
132435101800000,NW 326,RESIDENTIAL,27500,0,27500,108400,0,135900
132435101900000,NW 326,RESIDENTIAL,30100,0,30100,101200,0,131300
132435102000000,NW 326,RESIDENTIAL,30200,0,30200,108700,0,138900
132435200100000,NW 326,RESIDENTIAL,29400,0,29400,115500,0,144900
132435200200000,NW 326,RESIDENTIAL,28000,0,28000,108600,0,136600
132435200300000,NW 326,RESIDENTIAL,26800,0,26800,105200,0,132000
132435200400000,NW 326,RESIDENTIAL,28000,0,28000,117900,0,145900
132435200500000,NW 326,RESIDENTIAL,26800,0,26800,120400,0,147200
132435200600000,NW 326,RESIDENTIAL,29700,0,29700,124200,0,153900
132435300100000,NW 326,RESIDENTIAL,29800,0,29800,135800,0,165600
132435300200000,NW 326,RESIDENTIAL,26200,0,26200,94100,0,120300
132435300300000,NW 326,RESIDENTIAL,27500,0,27500,92300,0,119800
132435300400000,NW 326,RESIDENTIAL,30100,0,30100,114900,0,145000
132435300500000,NW 326,RESIDENTIAL,27500,0,27500,111300,0,138800
132435300600000,NW 326,RESIDENTIAL,29300,0,29300,104700,0,134000
132435300700000,NW 326,RESIDENTIAL,26600,0,26600,118900,0,145500
132435300800000,NW 326,RESIDENTIAL,25800,0,25800,102100,0,127900
132435300900000,NW 326,RESIDENTIAL,27700,0,27700,105500,0,133200
132435301000000,NW 326,RESIDENTIAL,27200,0,27200,98000,0,125200
132435301100000,NW 326,RESIDENTIAL,26200,0,26200,120700,0,146900
132435301200000,NW 326,RESIDENTIAL,30100,0,30100,124400,0,154500
132435301300000,NW 326,RESIDENTIAL,26200,0,26200,122800,0,149000
132435301400000,NW 326,RESIDENTIAL,27500,0,27500,111600,0,139100
132435301500000,NW 326,RESIDENTIAL,30100,0,30100,114900,0,145000
132435301600000,NW 326,RESIDENTIAL,27500,0,27500,120800,0,148300
132435301700000,NW 326,RESIDENTIAL,27500,0,27500,117100,0,144600
132435301800000,NW 326,RESIDENTIAL,28300,0,28300,126000,0,154300
132435400100000,NW 326,RESIDENTIAL,30800,0,30800,106000,0,136800
132435400200000,NW 326,RESIDENTIAL,26600,0,26600,103900,0,130500
132435400300000,NW 326,RESIDENTIAL,32000,0,32000,124300,0,156300
132435400400000,NW 326,RESIDENTIAL,28700,0,28700,101100,0,129800
132435400500000,NW 326,RESIDENTIAL,30300,0,30300,122100,0,152400
132435400600000,NW 326,RESIDENTIAL,29900,0,29900,111100,0,141000
132435400700000,NW 326,RESIDENTIAL,29100,0,29100,109800,0,138900
132435400800000,NW 326,RESIDENTIAL,32500,0,32500,99800,0,132300
132435500100000,NW 326,RESIDENTIAL,31100,0,31100,121500,0,152600
132435500200000,NW 326,RESIDENTIAL,27500,0,27500,109200,0,136700
132435500300000,NW 326,RESIDENTIAL,27500,0,27500,98800,0,126300
132435500400000,NW 326,RESIDENTIAL,29800,0,29800,133100,0,162900
132435500500000,NW 326,RESIDENTIAL,29800,0,29800,98900,0,128700
132435500600000,NW 326,RESIDENTIAL,29800,0,29800,103200,0,133000
132435500700000,NW 326,RESIDENTIAL,29800,0,29800,113800,0,143600
132435500800000,NW 326,RESIDENTIAL,30800,0,30800,108600,0,139400
132435500900000,NW 326,RESIDENTIAL,32700,0,32700,105800,0,138500
132435501000000,NW 326,RESIDENTIAL,30900,0,30900,108600,0,139500
132435501100000,NW 326,RESIDENTIAL,30100,0,30100,101600,0,131700
132435501200000,NW 326,RESIDENTIAL,28900,0,28900,103900,0,132800
132435501300000,NW 326,RESIDENTIAL,28900,0,28900,124600,0,153500
132435501400000,NW 326,RESIDENTIAL,29400,0,29400,110200,0,139600
132435501500000,NW 326,RESIDENTIAL,30600,0,30600,111500,0,142100
132435501600000,NW 326,RESIDENTIAL,32100,0,32100,108500,0,140600
132435501700000,NW 326,RESIDENTIAL,29900,0,29900,131800,0,161700
132435501800000,NW 326,RESIDENTIAL,26100,0,26100,118400,0,144500
132435501900000,NW 326,RESIDENTIAL,31100,0,31100,122800,0,153900
